ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
671588,671588,1889539,631949,1445652,1752957,2107494
676574,676574,1912316,638447,1487919,1752196,2112705
671492,671492,1897296,625716,1456055,1748309,2136232
671493,671493,1900506,626374,1433716,1752480,2114823
672519,672519,1891418,623678,1437441,1750143,2133004
671593,671593,1896569,630301,1438014,1747174,2110577
1069509,1069509,2067930,664401,1470603,1813944,2703986
718442,718442,2101199,665202,1452059,1779822,2109692
746800,746800,1921498,627249,1496436,1753754,2177402
708563,708563,1909420,625125,1508686,1748970,2145523
672243,672243,1917310,627249,1464689,1768424,2137250
672125,672125,1926548,630452,1466484,1774570,2130020
672056,672056,1911849,657859,1492041,1838410,2104599
672676,672676,1895976,638526,1460147,1776890,2107802
702850,702850,1891493,629405,1492106,1748220,2122643
671719,671719,1910149,630967,1450395,1749310,2109928
672515,672515,1900553,627372,1477894,1836121,2113603
670576,670576,1895444,626726,1450294,1757955,2102323
672031,672031,1914367,635151,1452218,1757392,2103925
675547,675547,1926926,626959,1472562,1747058,2134576
671946,671946,1915843,628464,1475772,1745473,2137984
671963,671963,1885790,628212,1464804,1756220,2108158
673907,673907,1903573,626071,1454219,1751430,2107698
670739,670739,1898013,630885,1475830,1746658,2111910
674739,674739,1914147,625952,1457448,1752377,2130616
672990,672990,1915373,625665,1447452,1751200,2119572
671298,671298,1885100,627284,1454583,1756937,2118036
671912,671912,1928014,634813,1465440,1754199,2104592
674830,674830,1898038,623207,1591518,1939237,2271279
752719,752719,2085604,694562,1565317,1906847,2105671
707564,707564,1941127,626870,1470621,1745566,2257283
773640,773640,2057296,678537,1579789,1895781,2201940
672934,672934,1934987,678823,1481045,1916176,2333748
728090,728090,2049090,675731,1547463,1787160,2149402
684303,684303,2005354,689013,1661235,1896593,2288577
726955,726955,1960304,629056,1472622,1801591,2219595
772294,772294,2072960,673411,1580299,1901525,2237279
671946,671946,1952340,627730,1542878,1930310,2331713
727433,727433,1991142,628066,1444351,1786945,2191787
671321,671321,1994541,701583,1579326,1907643,2257174
673555,673555,1917363,657795,1531370,1782912,2190927
782154,782154,2079368,678230,1570708,1819016,2144145
712096,712096,1965362,626539,1461656,1911951,2327680
672047,672047,1893597,659466,1443847,1783478,2182237
704383,704383,1938647,698945,1575504,1917325,2286194
702816,702816,1913714,631354,1544022,1751433,2148257
771132,771132,2047526,683814,1568978,1898897,2142584
749904,749904,1914916,627419,1474065,1856525,2348157
726033,726033,1937083,626668,1470313,1748825,2392372
729515,729515,2060191,712851,1616973,1909907,2297267
724880,724880,1987410,628938,1489353,1786204,2164121
766141,766141,2120693,677520,1620567,1890238,2196870
672810,672810,1956554,631200,1471982,1778313,2140553
690273,690273,1938883,626252,1446335,1777685,2141297
701812,701812,1929251,626426,1436480,1785356,2114736
671341,671341,1890019,656497,1455450,1857667,2116410
704040,704040,1995604,692728,1623251,1898464,2111262
700066,700066,1900413,627036,1489474,1783394,2171177
672980,672980,1986331,628958,1466942,1747902,2150300
671849,671849,1938412,652531,1456613,1776437,2135242
671400,671400,1903109,626566,1446201,1752761,2103101
671020,671020,1902158,634611,1435361,1782070,2106324
676482,676482,1909856,626410,1482849,1748547,2098056
672217,672217,1931041,625561,1448168,1751840,2108646
670605,670605,1898818,628058,1444954,1751348,2112744
695010,695010,1909031,629489,1449640,1748260,2106538
672161,672161,1886930,628314,1443772,1749776,2138910
671723,671723,1899782,627071,1451488,1750851,2100343
671464,671464,1916174,625509,1496528,1752816,2165249
671697,671697,1888430,627138,1468525,1752433,2099615
672469,672469,1933082,654275,1449406,1777402,2102032
698262,698262,1906626,627300,1494900,1755866,2288384
731360,731360,1891005,627291,1463818,1747991,2127538
669941,669941,1939000,626996,1499921,1761421,2110601
671645,671645,1891633,625604,1450100,1743961,2103734
673393,673393,1947160,624545,1458235,1757079,2109428
672445,672445,1890755,625095,1456828,1748827,2112269
679200,679200,1883322,625496,1570577,1889601,2294868
729922,729922,2058612,900942,2053341,1908223,2272852
735182,735182,2052407,713359,1600425,1905438,2287250
796039,796039,2044761,692433,1740712,1901864,2278218
727718,727718,2043929,686807,1569103,1926046,2315237
728181,728181,2035365,649957,1440944,1780332,2104273
705191,705191,1908382,641137,1492259,1771228,2148173
701134,701134,1897791,628356,1470878,1745375,2138168
694345,694345,1967973,627852,1459223,1746804,2138082
670675,670675,1920939,628481,1438334,1778140,2136346
671763,671763,1887243,626830,1471333,1751316,2104184
670196,670196,1895775,624111,1478378,1750798,2123516
671894,671894,1909268,628041,1454213,1772339,2226348
673433,673433,1924242,629928,1450913,1749458,2111965
672773,672773,1909450,624432,1447967,1755851,2136170
672164,672164,1890688,628337,1443971,1755400,2106438
675478,675478,1901154,626546,1444011,1952987,2116025
700731,700731,1890609,628268,1474775,1751943,2167002
672734,672734,1949593,655456,1454820,1751493,2105002
672079,672079,1879530,625466,1450317,1753649,2103776
696879,696879,1892579,631377,1438305,1756840,2106194
711573,711573,1904118,650097,1460403,1747223,2150630
702113,702113,1889967,675870,1516961,1758144,2136919
671855,671855,1949130,627238,1533994,1744808,2141394
670992,670992,1939308,626556,1433673,1950426,2290110
726636,726636,2038117,677490,1569369,1782243,2126570
672354,672354,1893284,623944,1442774,1773341,2130587
673376,673376,1893718,632341,1457515,1760745,2112763
676287,676287,1899710,625597,1485695,1876700,2116528
672726,672726,1892343,775606,1797116,1813713,2181499
706177,706177,1943809,624627,1468027,1750002,2118832
671400,671400,1920364,626484,1456051,1779946,2173541
671852,671852,1884946,626813,1456354,1753705,2101601
672131,672131,1902325,630990,1462907,1792897,2108364
745527,745527,1888102,626400,1468937,1744448,2137990
672623,672623,1980254,626543,1483681,1751663,2141557
696699,696699,2014429,626504,1505212,1752113,2132628
671601,671601,1971151,626779,1452493,1754664,2106586
672163,672163,1895889,627404,1461882,1784271,2102398
671401,671401,1886551,626410,1457052,1750719,2113883
671767,671767,1895980,626537,1529938,1747977,2194414
672216,672216,1914699,627219,1486757,1747804,2133323
671248,671248,1937446,627337,1462072,1758780,2112521
673147,673147,1910119,630354,1477632,1750995,2133547
672214,672214,1893192,634326,1450274,1793857,2151247
705543,705543,1901478,625602,1483744,1847172,2117285
671687,671687,1908198,627416,1443847,1749790,2112431
671442,671442,1905410,658842,1462714,1783535,2122385
671643,671643,1894409,624664,1449919,1754974,2122839
671335,671335,1889126,632171,1446310,1754554,2097909
676997,676997,1894989,628154,1470038,1753769,2105082
671831,671831,1908595,625912,1445666,1749112,2112258
671203,671203,1878598,625058,1462430,1752191,2103954
671466,671466,1879216,691214,1453219,1755548,2107268
679253,679253,1911581,626648,1477000,1751791,2142143
672754,672754,1912787,626234,1494252,1745866,2121964
671705,671705,1886542,629634,1447898,1748393,2110853
671374,671374,1905565,628590,1459386,1780474,2109410
671825,671825,1901939,632386,1469865,1754763,2101524
704062,704062,1895979,634120,1452934,1758309,2112644
672158,672158,1897520,622776,1484930,1754409,2116702
690997,690997,1897171,629585,1454072,1753304,2115738
672272,672272,1893335,625367,1432883,1748050,2125265
672697,672697,1895556,630006,1466785,1754385,2107637
677512,677512,1912549,626743,1475138,1744072,2112981
671573,671573,1893349,627159,1453368,1752602,2109756
670543,670543,1952967,630486,1453667,1753778,2135986
670849,670849,1899057,628774,1443009,1745393,2102014
676122,676122,1869311,626395,1499378,1749793,2115651
671447,671447,1910690,628067,1455118,1756450,2114694
671712,671712,1886282,625247,1442415,1749338,2102719
671856,671856,1896061,634592,1444851,1748202,2107384
672342,672342,1890202,653147,1452956,1751897,2101358
688166,688166,1881514,626772,1450244,1752263,2107736
671990,671990,1889579,625243,1459916,1751771,2127392
670758,670758,1901464,628125,1449417,1758791,2145431
671386,671386,1918262,624695,1433403,1767493,2106564
672256,672256,1900134,629241,1441647,1810296,2119425
700815,700815,2110867,680254,1583473,1888246,2282155
732695,732695,1902053,629591,1471530,1846735,2132511
673397,673397,2120817,792324,1546542,1790371,2142164
672420,672420,1943249,628002,1479352,1789545,2193351
672775,672775,1931460,627949,1437885,1783769,2110810
672095,672095,1940233,626567,1466786,1783609,2102763
672142,672142,1899362,655286,1446362,1775250,2103217
680854,680854,1899884,625319,1496504,1817273,2129881
671177,671177,1900913,628715,1456883,1752903,2115119
671146,671146,1954359,628629,1495411,1754931,2116203
673467,673467,1890851,628544,1448495,1755018,2106433
671837,671837,1888033,656073,1459648,1753308,2104967
674112,674112,1894189,630605,1440345,1750882,2102967
670755,670755,1892781,630531,1451294,1751274,2121176
671645,671645,1898825,630365,1461173,1748122,2143768
671638,671638,1915828,629714,1467168,1772667,2103053
671742,671742,1886648,654178,1443028,1763163,2179221
675945,675945,1918816,625352,1450785,1750001,2117365
672304,672304,1900850,623923,1459754,1753199,2127462
671767,671767,1913185,627521,1447601,1756343,2125753
673451,673451,1917914,625426,1458560,1758320,2101115
670814,670814,1890021,627495,1447460,1746786,2121422
671421,671421,1901033,627085,1475961,1749359,2149167
672402,672402,1899887,628689,1460917,1747843,2128799
670914,670914,1903496,626650,1436510,1788197,2103215
672144,672144,1924058,633860,1440752,1752956,2117860
679954,679954,1893811,628521,1451450,1745272,2122960
672046,672046,1891218,628265,1444012,1760645,2121891
673151,673151,1896672,624184,1440826,1774161,2112631
671592,671592,1902435,634210,1448993,1760906,2206746
673841,673841,1899490,660505,1448122,2039166,2356813
727029,727029,2059341,680476,1558919,1835656,2122544
672085,672085,1976792,675251,1446455,1787537,2107012
676962,676962,1897051,625912,1451125,1749827,2112392
671986,671986,1903119,639225,1454959,1746724,2116289
671706,671706,1888187,621222,1444035,1755187,2108421
671641,671641,1909464,626669,1457019,1778224,2106216
671089,671089,1907511,633296,1454422,1758781,2113174
675462,675462,1894445,622964,1476157,1743608,2119723
671179,671179,1912948,627303,1465087,1743468,2100294
671348,671348,1884334,628693,1436503,1779711,2111301
671030,671030,1893436,628096,1448452,1854145,2091334
672760,672760,1905372,630776,1447596,1750673,2115978
678465,678465,1884378,625813,1446151,1751901,2121081
670650,670650,1902716,625663,1436177,1751928,2118403
672706,672706,1899391,624148,1628741,1765551,2117492
673238,673238,1890427,644562,1450429,1754568,2101580
675590,675590,1890323,628541,1454353,1751003,2109155
672343,672343,1899689,625842,1465929,1749667,2115096
670718,670718,1926542,627172,1445320,2035813,2366232
724943,724943,2131464,678826,1574751,1753201,2136612
671379,671379,1929856,629976,1460131,1755626,2110608
671657,671657,2034093,630061,1453929,1781134,2288714
724331,724331,1981923,628087,1677833,1903599,2284925
727560,727560,2035159,681214,1577403,1914242,2290255
731769,731769,2048519,675462,1563069,2086052,2124938
671946,671946,1884709,636053,1448309,1751745,2114282
672425,672425,1895993,626259,1444552,1750620,2108141
670490,670490,1896795,627372,1437254,1751697,2113194
671350,671350,1881515,628751,1449268,1758403,2109793
672063,672063,1919049,627148,1442724,1758953,2108889
673055,673055,1886422,628786,1465310,1755395,2114477
675547,675547,1886443,628079,1455452,1748147,2169738
671941,671941,1891980,626931,1458567,1747389,2109346
670732,670732,1906750,628500,1456669,1754536,2130322
671345,671345,1918942,627464,1444100,1758795,2139784
671944,671944,1904041,663923,1456499,1766542,2121473
675076,675076,1891664,628767,1463103,1747056,2111357
671457,671457,1921372,635170,1454716,1743400,2112744
671900,671900,1950739,626834,1484173,1813774,2116863
695398,695398,1908555,627991,1451375,1755173,2111330
671678,671678,1974283,660182,1444855,1754549,2133699
679407,679407,1890571,627953,1469793,1748379,2121844
684795,684795,1900986,627688,1523308,1752792,2119460
671684,671684,1885789,625888,1659150,1904825,2190491
673184,673184,1905123,629885,1442628,1756973,2117037
672267,672267,1911199,628886,1488557,1782943,2128033
674086,674086,1893523,636144,1435467,1754262,2177116
679244,679244,1937108,631234,1455019,1768290,2123136
670852,670852,1899451,627206,1452753,1760587,2154800
672255,672255,2059016,679576,1585088,1902921,2311857
823539,823539,2219467,680603,1682942,1899564,2313724
729245,729245,2338345,923698,2380349,2380785,2950748
1107661,1107661,2515260,924325,2165740,2291173,2857379
1084066,1084066,2196269,681791,1685533,1858139,2145601
672657,672657,1921515,627855,1467634,1817115,2138170
697887,697887,1927790,626803,1461622,1782280,2105451
672605,672605,1921639,659422,1476318,1788199,2134574
712505,712505,1892583,626515,1648548,1748907,2155306
699591,699591,1924199,631250,1474698,1751732,2134213
670780,670780,1918102,626977,1492240,1771839,2139718
670788,670788,1943393,627121,1434032,1774207,2130657
671759,671759,1926645,628508,1460549,1804048,2129377
671373,671373,1892816,655000,1438228,1803132,2098474
697784,697784,1897379,665669,1483048,1776921,2126183
670540,670540,1907502,627443,1471778,1769479,2134772
699926,699926,1910391,650947,1457456,1775795,2133686
670958,670958,1910157,627614,1463703,1776076,2162449
671262,671262,1881685,652517,1462510,1778775,2106747
699199,699199,1926974,627972,1497058,1784229,2132732
672093,672093,1928832,624600,1466634,1750882,2158458
672014,672014,1916916,652629,1451629,1777445,2130237
671725,671725,1924831,628170,1459407,1781592,2133102
697634,697634,1975069,659030,1440750,1777959,2244364
725224,725224,1982566,664177,1448057,1811378,2120707
699902,699902,1891845,625362,1507362,1963166,2284112
739290,739290,2020145,628434,1482722,1748245,2137498
671678,671678,1943944,624954,1485182,1781089,2149601
672958,672958,1934613,626190,1460233,1751566,2117827
672412,672412,1884693,651500,1466023,1782929,2128317
671259,671259,1910696,627784,1449047,1755324,2102367
689046,689046,1899917,626447,1473051,1777954,2113457
672115,672115,1913206,628084,1489230,1744747,2154292
719634,719634,1972627,625421,1463003,1749621,2127463
670228,670228,1920999,628804,1463066,1773823,2162173
672558,672558,1911971,628309,1439210,1753996,2104312
671597,671597,1901038,644257,1464525,1797051,2104216
673885,673885,1904599,623995,1461774,1748501,2124358
671280,671280,1913911,654313,1463497,1749057,2102198
670811,670811,1898882,626836,1445317,1750261,2120906
696033,696033,1888519,628827,1463162,1755186,2106970
674484,674484,1916734,626138,1477767,1748683,2136014
672382,672382,1899707,625312,1441964,1816922,2136433
670805,670805,1946711,627370,1505827,1747653,2144334
672320,672320,1906977,625637,1446199,1752788,2141048
673253,673253,1913456,655893,1447505,1781280,2107865
676183,676183,1888389,627275,1448743,1747320,2106549
671628,671628,1898606,627300,1487757,1750234,2133719
671904,671904,1921938,628274,1483786,1770171,2102786
671535,671535,1892999,625514,1436870,1747595,2102952
670798,670798,1906776,634521,1476122,1752541,2094402
676038,676038,1895665,624662,1475419,1746022,2110024
672153,672153,1912574,627865,1542023,1748276,2114920
672448,672448,1963902,630513,1451063,1785571,2156854
671639,671639,1922190,626531,1448372,1776010,2103703
673221,673221,1892188,633489,1469754,1780500,2107417
698100,698100,1899108,653493,1492048,1755988,2133866
671835,671835,1958599,628198,1466813,1756313,2111597
671514,671514,1905777,627885,1439078,1748864,2136820
671560,671560,1942539,626346,1461354,1774559,2099948
671975,671975,1878602,656843,1448608,1803355,2105725
675790,675790,1884173,629734,1445257,1745175,2103858
672147,672147,1882503,630955,1475214,1748199,2110492
672864,672864,1883209,626910,1451817,1758050,2111666
673013,673013,1935279,626793,1452512,1756886,2104366
672228,672228,1909912,629080,1453035,1753030,2125720
675201,675201,1901635,630059,1447445,1746045,2103676
672200,672200,2026398,626933,1484449,1773844,2185991
766988,766988,1922241,630222,1464497,1744070,2128430
672059,672059,1963974,628288,1458235,1754560,2106774
670653,670653,1894773,630824,1467683,1750025,2317138
674127,674127,1906533,635461,1464362,1767747,2111837
676182,676182,1894393,623783,1470260,1782426,2110607
673443,673443,1903023,623701,1469944,1751776,2110473
671587,671587,1900742,651333,1457607,1757976,2116717
670946,670946,1893918,673398,1439809,1785841,2108953
707945,707945,1891163,628253,1458885,1774844,2146620
758174,758174,2214602,678808,1704402,2013613,2224987
712714,712714,1908594,753919,1476361,1749341,2294988
942173,942173,2059526,717453,1447945,1780786,2230471
718835,718835,1893106,627665,1498487,1857984,2366309
741672,741672,2054249,677506,1626459,1751228,2146266
700199,700199,1931499,658838,1651635,1916248,2145231
851497,851497,1893729,632204,1490442,1754885,2192204
711478,711478,2091110,692172,1584286,1895033,2274421
673018,673018,1940166,627132,1476203,1789261,2345464
764243,764243,2067665,781863,1560731,1752857,2136876
672705,672705,1935600,678277,1579615,1938992,2310352
739235,739235,1979559,628669,1446583,1789812,2146692
747252,747252,2250627,695801,1618593,1871964,2150109
673089,673089,1919618,624397,1461676,1755261,2529007
795602,795602,2158910,630802,1455529,1791045,2145064
673043,673043,1908712,641204,1508046,1940054,2429980
725050,725050,2037364,627796,1457794,1790029,2120620
713413,713413,2024306,1020033,2537860,1876321,2151853
673812,673812,1931857,628971,1479135,1838176,2280674
1028257,1028257,2070083,677646,1579251,1754727,2156889
676230,676230,1916032,665638,1514056,2060103,2375823
676375,676375,1987953,628056,1447559,1792843,2142382
742623,742623,2122871,721475,1526937,1829852,2139024
673201,673201,1908638,645384,1445857,1786694,2400153
805982,805982,2075426,630414,1449251,1780080,2661774
1039487,1039487,2368661,902790,1968191,1821363,2164714
674876,674876,1912502,624337,1504181,1755292,2141872
719210,719210,2216823,696202,1594413,1892598,2286914
672684,672684,1910008,627561,1476698,1823033,2451506
783918,783918,2054381,679021,1578256,1838107,2134903
673576,673576,1932733,667081,1480044,1778279,2169076
673656,673656,1934435,653229,1462600,1775436,2103483
672283,672283,1900518,658598,1457924,1783297,2101595
713880,713880,1888340,626295,1479082,1751859,2137565
671363,671363,1932053,663336,1477042,1749238,2133919
670758,670758,1896126,625714,1440323,1746802,2114096
672185,672185,1897856,625390,1457142,1773882,2103519
672095,672095,1897831,732130,1454207,1776309,2110262
699896,699896,1912516,627452,1468732,1749341,2106141
671915,671915,1891832,627826,1443718,1744925,2132594
670942,670942,1905529,629257,1446982,1754887,2105568
672273,672273,1922757,627212,1453967,1804413,2109147
671216,671216,1922113,653277,1440057,1778261,2115872
698463,698463,1894051,648327,1445610,1746140,2104947
672637,672637,1897816,627653,1465818,1749623,2105560
694440,694440,1906478,628636,1436289,1746613,2107441
671370,671370,1897268,626112,1441119,1754691,2128667
671093,671093,1877046,631112,1438915,1744875,2103681
677272,677272,1888192,624977,1466692,1745201,2142644
670783,670783,1925121,628063,1443658,1752160,2130655
670664,670664,1944590,629285,1437102,1752543,2115841
670405,670405,1946747,700535,1449182,1784642,2109322
872603,872603,1942674,695313,1435618,1783409,2137260
1849948,1849948,1968523,665485,1627193,1902956,2284593
728096,728096,2065731,675457,1550817,1897366,2279290
672453,672453,1927147,626649,1454955,1783883,2139911
672229,672229,1902831,626197,1465891,1792535,2105684
671408,671408,1884016,631835,1476102,1756464,2106736
673855,673855,1913474,626207,1510727,1751705,2104821
670667,670667,1883644,623317,1449050,1745037,2119901
670424,670424,1955352,626779,1439163,1773673,2179671
671285,671285,1924936,628886,1452219,1782158,2128308
671716,671716,1899051,650938,1460108,1796755,2112406
698483,698483,1891627,624877,1469771,1772924,2106125
672078,672078,1911028,627086,1465618,1752809,2112415
671926,671926,1895790,639024,1450790,1755668,2112871
670721,670721,1903290,627381,1442025,1758929,2107998
698634,698634,1899375,624171,1495582,1748413,2115263
671380,671380,1915293,626906,1443126,1749390,2127063
671366,671366,1891572,626925,1464759,1753467,2111733
671835,671835,1878028,631725,1475436,2012804,2250623
673165,673165,1939504,625642,1487294,1785243,2110290
671792,671792,1924320,641579,1470311,1757672,2110941
676678,676678,1899352,625868,1509841,1745888,2143146
700343,700343,1889370,628513,1450393,1748694,2129580
672015,672015,1896152,626745,1462496,1756329,2128945
672204,672204,1996117,678881,1584102,1906225,2295088
727923,727923,2279264,903165,2285269,2452247,3058129
1064630,1064630,2383476,861562,2162853,2086756,2289770
731751,731751,2075128,686553,1735608,1902916,2317121
729547,729547,2068263,677207,1584399,1892369,2322755
727071,727071,2067594,676827,1523285,1745224,2143911
672671,672671,1936224,628653,1475859,1749254,2131310
670990,670990,1960404,624143,1470547,1779641,2131471
671642,671642,1931965,625468,1477246,1780274,2107936
674147,674147,1929796,630771,1452929,1759479,2114130
675381,675381,1870718,629096,1456683,1760462,2114495
671731,671731,1892156,627205,1464401,1748287,2110241
671659,671659,1899966,639869,1445070,1784598,2112663
671481,671481,1903880,625120,1448529,1751293,2107426
688342,688342,1891462,631371,1459955,1750243,2108232
674124,674124,1892202,624504,1462260,1750103,2120392
672250,672250,1929900,623845,1439030,1742349,2119299
672202,672202,1892852,624152,1451263,1759006,2152473
707528,707528,1898390,629569,1471257,1761057,2103186
672493,672493,1896303,627669,1479263,1782738,2121043
687222,687222,1902914,631552,1449057,1745837,2118807
670894,670894,1885185,656080,1471559,1744787,2343641
672971,672971,1915765,627860,1450279,1792819,2151594
698319,698319,1890367,627701,1445190,1748145,2103793
671570,671570,1894181,627343,1454906,1758175,2127715
674794,674794,1900543,625907,1448652,1754328,2110329
671448,671448,1897088,627730,1450352,1766951,2107424
671080,671080,1886916,628701,1591122,1781517,2145304
672203,672203,2163769,707430,1623721,1817601,2140416
672109,672109,1891274,626359,1476852,1796351,2232275
727855,727855,2039718,685775,1577483,1896230,2269983
725944,725944,2045290,685182,1563170,1768948,2109233
671849,671849,1896804,626610,1444465,1757380,2115513
700908,700908,1931333,629503,1476321,1751148,2134922
697358,697358,1934328,625485,1481778,1749393,2154882
672278,672278,1887483,626709,1458071,1759434,2114419
671836,671836,1894886,625965,1441939,1778565,2104277
671578,671578,1880604,632712,1428125,1744013,2116669
676870,676870,1912963,625448,1454075,1751560,2112774
671846,671846,1952547,628895,1490641,1748129,2145956
698430,698430,1892194,627824,1456903,1752339,2138972
670975,670975,1900554,631211,1481397,1760233,2114848
672105,672105,1897514,628076,1512959,1755453,2138218
699040,699040,1906764,626051,1472425,1808489,2181289
672095,672095,1884653,626923,1437065,1749865,2120894
670804,670804,1892688,623958,1461217,1814281,2241999
696915,696915,1914489,629735,1466805,1781618,2102180
671767,671767,1899399,631155,1429050,1756212,2109489
678855,678855,1908991,629692,1471408,1760886,2141541
672309,672309,1925820,627286,1485004,1754463,2144709
671054,671054,1893961,628846,1453456,1754637,2108573
671003,671003,1902568,624635,1443152,1761695,2102004
671942,671942,1896695,627647,1430076,1804388,2121007
676752,676752,1895135,627737,1449238,1749708,2106373
671150,671150,1922143,628545,1455943,1752985,2120975
670961,670961,1907055,628616,1439698,1776468,2105022
671388,671388,1897502,628612,1448113,1763931,2103015
704307,704307,1890174,628055,1458357,1744920,2101163
671739,671739,1900289,625813,1486195,1749985,2106384
672940,672940,1904231,630225,1443345,1758003,2118470
685764,685764,1919170,625501,1433030,1775908,2108097
671971,671971,1903003,628161,1432306,1749845,2108824
676314,676314,1901810,628609,1485877,1755335,2135342
671318,671318,1922157,642603,1449711,1753628,2116780
683528,683528,1904403,627737,1452858,1758084,2115085
672735,672735,1902109,638003,1457704,1762221,2100131
672240,672240,1907644,630984,1447426,1752157,2109305
684436,684436,1900519,627773,1457694,1753599,2125299
671874,671874,1914010,627267,1568630,1752757,2142405
671416,671416,1915553,662403,1438722,1757586,2108410
672837,672837,1909205,630977,1463344,1752587,2114298
671713,671713,1900579,680547,1451949,1777345,2106470
674973,674973,1885315,623778,1451794,1749736,2111890
672065,672065,1910134,628113,1454927,1749649,2109802
672176,672176,1935260,623958,1431341,1755977,2114529
671324,671324,1902588,630810,1433134,1761736,2103821
677895,677895,1895282,628843,1446123,1752674,2112906
671709,671709,1929574,639014,1457337,1754921,2108309
672786,672786,1906333,626081,1443120,1748690,2102178
689896,689896,1898427,630789,1435298,1753464,2096901
672079,672079,1903652,628888,1438082,1754344,2122542
754562,754562,1907905,627454,1470029,1746354,2357591
772361,772361,1879678,631148,1486828,1745431,2163333
671021,671021,1962331,645618,1621761,1899492,2315966
727564,727564,1968789,630754,1469264,1750024,2114381
670972,670972,1916533,630444,1434682,1950362,2277359
672542,672542,1902901,629399,1466564,1753340,2104389
672118,672118,1883639,655954,1467024,1758662,2105431
675534,675534,1907244,628322,1445110,1749457,2110695
671983,671983,1918712,627506,1458438,1749479,2104411
671488,671488,1902138,627207,1461348,1752915,2197830
671978,671978,1910821,624910,1463905,1753613,2099966
672259,672259,1910422,631464,1461110,1782631,2099131
676989,676989,1902205,627532,1464572,1745440,2103826
670620,670620,1899477,625708,1456715,1753357,2112831
672034,672034,1887782,629461,1447400,1748503,2115569
670936,670936,1892285,628697,1458635,1754414,2105655
674656,674656,1882906,627436,1458832,1748690,2115851
671838,671838,1902630,627239,1457919,1747792,2116123
671493,671493,1913078,628831,1451701,1758606,2110367
671350,671350,1906682,628905,1449862,1755539,2110642
671688,671688,1899469,630083,1451475,1777816,2100885
675453,675453,1904790,623891,1445416,1752383,2105601
672074,672074,1901982,626790,1474373,1751996,2108892
671256,671256,1904210,626886,1451138,1758871,2117353
671553,671553,1889297,623458,1437591,1781209,2107545
672725,672725,1910270,629360,1535765,1910069,2113356
706049,706049,2068634,733303,1602105,1901319,2108964
708595,708595,1929659,627257,1490479,1749713,2167814
671429,671429,1920079,626855,1497451,1749482,2160222
672022,672022,1918172,629004,1440766,1758287,2122957
672017,672017,1896030,626626,1442866,1767495,2111073
671247,671247,1908169,633565,1453252,1755237,2115545
674349,674349,1886761,625557,1450412,1751919,2131044
671275,671275,1921887,628456,1458241,1745740,2107113
671380,671380,1902739,628532,1473555,1747932,2104777
671640,671640,1899847,623931,1434486,1754206,2113517
672991,672991,1898886,630956,1449041,1746802,2113161
675169,675169,1918986,627229,1465290,1747696,2104651
671189,671189,1896005,624159,1472519,1752821,2124961
672041,672041,1917579,627812,1451328,1754494,2114104
671919,671919,1890619,629822,1453225,1750171,2116298
676152,676152,1885820,629878,1453253,1743897,2108185
671819,671819,1907594,629081,1462751,1756555,2108604
672392,672392,1897393,627291,1441565,1749342,2134595
