ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
6822,6822,10949,8326,9796,10503,18921
6747,6747,10461,8642,9724,10276,18383
7114,7114,10665,8087,10212,10378,18874
6502,6502,11114,8825,10171,10330,18537
6687,6687,10753,8577,9383,10037,18599
6494,6494,11032,8556,10114,9941,18493
6514,6514,11168,8832,9225,10016,18004
6451,6451,10902,8710,9004,9898,18259
6260,6260,10807,8428,9029,9753,17792
6566,6566,10660,8595,9033,10173,18495
6680,6680,11242,8973,9488,10208,18623
6510,6510,10554,8327,8771,10009,18317
6741,6741,10915,8363,8837,10197,18673
6713,6713,10489,8398,9905,10308,18647
6417,6417,11057,9112,9557,9905,18354
6539,6539,10789,9068,9541,9949,18298
6708,6708,10901,8020,8829,10304,18719
6423,6423,11625,9250,9696,10206,18573
6817,6817,10155,8075,9162,10450,18591
6777,6777,10725,8950,10773,10291,18684
6579,6579,10945,8111,10504,10396,18642
6393,6393,10874,8350,9230,9912,18386
6328,6328,11203,8951,9347,9857,18449
6761,6761,10761,8865,10863,10642,18809
6671,6671,11069,8425,10032,10334,18594
6707,6707,10696,8290,9094,10309,18608
6540,6540,10868,8533,9974,10440,18739
6550,6550,10882,8721,9621,9776,18241
6847,6847,10655,8933,9173,10859,19247
22190,22190,10907,8161,9118,10124,18272
6680,6680,11144,8989,8717,10274,18614
6770,6770,11112,8825,9137,10279,18852
6447,6447,10900,8737,9236,9915,18364
6698,6698,10591,8008,9120,9950,18100
7084,7084,10753,8113,10154,10818,18987
6524,6524,11127,8472,9293,10300,18805
6431,6431,11408,9207,10235,9872,18248
6784,6784,10493,8035,9660,10238,18895
6827,6827,10765,8654,10182,10454,18907
6409,6409,11307,8970,11196,9998,18257
6766,6766,10886,8766,11978,10262,18289
6419,6419,10988,9059,9546,9689,18212
6801,6801,11220,8959,9233,10518,18904
6476,6476,10627,8236,9700,10123,18588
6587,6587,11288,8929,9613,10328,18573
6676,6676,10572,8245,9176,10404,18928
6809,6809,11054,8158,10174,10337,18599
7203,7203,10679,8394,9717,10857,19157
6722,6722,10836,8704,10031,10341,18694
6521,6521,10747,8269,8845,10219,18564
7150,7150,10814,8658,9583,10588,19027
6639,6639,11213,8786,9983,10456,18518
6569,6569,10670,8785,10062,10104,18473
6374,6374,11076,8793,8337,10164,18310
6066,6066,11071,8986,9370,9481,17934
6457,6457,11185,8600,9411,10317,18823
6625,6625,11475,8808,10155,10165,18880
6635,6635,10629,8531,10275,10160,18494
6684,6684,10737,9044,9519,10163,18596
6566,6566,10832,8137,9815,10160,18732
6468,6468,11081,8899,9378,10119,18346
6963,6963,10591,8477,9394,10645,19077
6594,6594,11395,9036,10136,10114,18505
6858,6858,10518,8403,9903,10615,18842
6232,6232,10755,7828,10328,10033,18268
6746,6746,11354,8460,9784,10230,18484
6694,6694,10908,8552,8910,10077,18719
6565,6565,10743,8597,9058,10193,18758
7064,7064,11419,8351,10054,10933,19144
12986,12986,11007,9065,10019,10634,19083
6719,6719,10294,8237,9165,10500,19157
6513,6513,10901,9141,9125,10195,18614
6603,6603,10523,8017,10132,10046,18480
7010,7010,10839,8350,8683,10848,18594
6702,6702,10793,8519,9012,10354,18509
6606,6606,11146,8941,8961,10168,18633
6312,6312,10952,8404,9736,9687,18159
6453,6453,11472,8640,10694,9723,18263
6405,6405,10754,8434,9502,10014,18316
6773,6773,10884,8816,10383,10640,19070
6852,6852,10672,8718,9217,10673,19021
6354,6354,11158,8167,9189,9791,18252
6856,6856,11219,8863,8759,10373,18968
6614,6614,10850,8677,9714,9788,18432
6686,6686,10936,9019,10323,10318,19241
6730,6730,10420,8194,10379,10392,18825
6564,6564,10885,8371,9743,10088,18330
6694,6694,11262,8625,10205,10380,18443
6665,6665,10514,8528,9787,10224,18459
6425,6425,10876,8612,9954,10187,18127
6893,6893,11173,8315,8856,10488,19035
6316,6316,10765,8279,10183,9852,18399
6612,6612,11211,8845,9481,10477,18985
6451,6451,10685,8499,9760,10166,18245
6615,6615,11539,8478,10742,10074,18494
6665,6665,10391,8556,10750,10607,18971
6565,6565,11158,8505,11079,10332,18752
6343,6343,11161,8990,9721,9963,18242
6801,6801,10365,8755,8976,10517,18488
6590,6590,10839,8006,10996,10327,18685
6762,6762,11047,8453,8941,10262,18570
6923,6923,10745,8450,10208,10235,18820
8428,8428,13792,12048,11921,10909,19199
6671,6671,10816,8263,9991,10056,18447
6736,6736,11392,8379,10243,10340,18482
6729,6729,10729,8467,9743,10399,18847
6740,6740,11055,9070,10450,10611,18791
6601,6601,11168,8408,8689,10276,18229
6980,6980,21366,11374,12737,13460,19466
6818,6818,10790,8322,9704,10150,18217
7034,7034,11494,9779,11013,10541,18842
6695,6695,11334,8389,9065,10270,18355
6739,6739,10654,8133,8957,10098,18563
5934,5934,10460,7892,8927,9398,17565
6493,6493,10547,8495,10532,10090,18605
6555,6555,10842,8025,8860,10023,18895
6420,6420,10850,8766,9658,9997,18585
6599,6599,10357,8089,9056,10235,18866
6426,6426,10853,8719,9506,10050,18290
6702,6702,11653,8870,9649,10433,18207
7033,7033,10866,8252,8570,10637,18850
6832,6832,10414,8390,8681,10665,18967
6831,6831,11396,9451,9765,10774,19181
6901,6901,11316,9430,9381,10525,18440
6311,6311,11039,8367,12976,13254,26119
10321,10321,15037,11071,9047,10506,19012
6683,6683,10701,8295,9605,9905,18434
6744,6744,10721,9030,9962,10315,18631
6588,6588,11203,8354,8981,9936,18404
6727,6727,11148,8700,8921,10033,18477
6740,6740,10758,8430,9904,10623,18729
7092,7092,10507,8187,9063,10889,19294
6564,6564,10325,8492,9278,10254,18563
6806,6806,10480,8512,9074,10471,18841
6444,6444,10437,8430,9542,10084,18564
7121,7121,10904,8433,8874,10561,19227
6553,6553,10654,8766,9043,10362,18668
6706,6706,10802,8082,9367,10152,18850
6559,6559,10774,8709,10110,9991,18322
6742,6742,10822,8867,8514,10582,18701
6598,6598,11030,9198,9215,9885,18296
6547,6547,10954,9325,10597,9922,18274
6557,6557,11396,8886,10129,9945,18389
6805,6805,10537,8530,8814,10348,18886
7069,7069,11341,8465,10355,10616,18964
6377,6377,10573,8447,10354,9752,17906
6872,6872,11308,8675,10695,10525,18999
6492,6492,10304,8079,9636,10036,38484
6692,6692,11685,9130,9077,9834,18565
6972,6972,10640,8646,10945,10481,18930
6318,6318,10706,8229,8708,9919,18090
6842,6842,11194,8492,11231,10419,18725
6646,6646,11205,8711,9194,10166,18452
6622,6622,10840,8650,9914,10282,18699
6624,6624,10875,8822,9170,10159,18301
6743,6743,10698,8120,9863,9974,18522
6737,6737,10670,8320,9721,10333,18948
6556,6556,10985,8205,10420,10456,18636
6419,6419,11357,9177,9204,10510,18604
6608,6608,11118,8510,11256,10327,18553
6844,6844,10423,8028,9743,10480,19027
6595,6595,10394,8229,9076,10239,18866
6846,6846,10871,8542,9351,10581,18898
6523,6523,10960,8671,9129,10150,18424
7093,7093,10649,8320,9098,10690,19420
6742,6742,10973,8763,10033,10444,18867
6525,6525,10493,8297,10639,10113,18746
6552,6552,11278,8946,9602,10385,18958
6414,6414,10739,8229,9616,9598,18074
6584,6584,11154,9001,9784,10240,18389
6921,6921,10548,8717,10221,10782,19517
6864,6864,11349,8725,9620,10511,19064
6647,6647,10946,8073,9484,10383,18847
6299,6299,10609,8123,9343,9702,18097
6572,6572,10901,7855,8997,9864,18190
6511,6511,10572,8616,10095,9907,18529
6121,6121,10320,7627,9603,9614,17979
6728,6728,10894,8493,10126,10462,18891
6380,6380,11170,9149,10377,9831,18131
6455,6455,11036,8684,8836,9971,18374
6726,6726,10812,8407,8714,10575,18889
6793,6793,10940,8169,9326,10492,19067
6303,6303,11413,9105,9828,9929,18444
6830,6830,11128,8471,9495,10889,19191
6321,6321,11599,9100,9220,9822,18452
6491,6491,11009,8280,9724,9807,18511
6397,6397,10977,8692,10285,9831,18370
6382,6382,10957,8747,9193,10148,27838
6853,6853,10988,9057,9252,10355,19048
6404,6404,10994,7891,9893,9943,18527
6380,6380,10615,8407,9993,10281,18470
6350,6350,10462,7769,9897,10234,18610
6245,6245,10947,9102,10182,9673,17965
6908,6908,10762,8977,9250,10814,18988
6651,6651,11028,8283,9362,10164,18733
6406,6406,10828,8862,9508,10008,18452
6668,6668,11176,8890,10040,10035,18676
6635,6635,11149,9130,11017,10250,18900
6267,6267,10946,8581,10193,9792,18336
6516,6516,11133,8467,8722,9936,18451
6519,6519,10984,8740,9524,10250,18506
6441,6441,10767,8696,9463,9955,18448
6590,6590,10846,8586,9649,10425,18628
6398,6398,10995,8393,10581,9809,18228
6466,6466,10534,8365,9096,10022,18717
6690,6690,11177,8991,9507,10394,18845
6614,6614,10618,8160,9957,10181,18827
6511,6511,11114,8104,9063,10323,18856
6653,6653,10241,7911,8473,10250,19044
6587,6587,10771,8427,9858,10198,18672
6443,6443,10957,8753,9459,10421,18596
6636,6636,11601,8693,9709,10515,18730
6504,6504,10503,8416,10392,10010,18570
6746,6746,11369,8623,10239,10552,19188
6499,6499,10521,7873,8747,10270,18575
6884,6884,10623,8599,8729,10844,19215
6972,6972,10742,7956,9067,10460,18890
6511,6511,10919,8447,9406,10250,19031
6507,6507,11229,8784,9297,9798,18282
6813,6813,11558,9274,9299,10546,18823
6439,6439,10718,7633,9599,9787,18579
6738,6738,11220,8497,10125,10375,18737
6841,6841,11094,8540,9863,10510,18966
6323,6323,10853,8519,9211,10169,18611
6593,6593,10956,8877,9140,10057,18446
6526,6526,11171,8188,8890,10314,18808
6726,6726,10902,8469,10435,10524,19018
6479,6479,11536,9267,9755,10085,18512
6621,6621,10614,8433,9585,9942,18766
7091,7091,10797,8136,9437,10653,18901
6225,6225,10193,8098,9011,9550,17717
6752,6752,10525,7944,8782,10008,18694
6645,6645,10695,8693,8881,10074,18694
6348,6348,10975,8146,8892,10036,18437
6777,6777,11482,8859,9741,10520,18947
6719,6719,10987,9114,10545,10562,19106
6647,6647,10633,8662,8945,10513,19221
6615,6615,10622,8765,9053,10289,18558
6555,6555,11130,8324,10318,10133,18205
6541,6541,10997,8830,9999,10326,18644
6544,6544,10557,8334,9192,10001,18599
6812,6812,10562,8445,10778,10840,19272
6846,6846,10502,8030,9545,10370,18852
6714,6714,11010,8582,9663,9880,18597
6708,6708,11381,9116,9426,10341,18845
6739,6739,10954,8806,10135,10369,18852
6808,6808,11032,8479,8954,10460,18682
6950,6950,10906,8618,10911,10426,18719
6690,6690,10678,8211,9461,10398,18648
6467,6467,11082,9328,10408,10155,18524
7071,7071,11050,9067,9319,10548,19153
6588,6588,10634,8995,9330,10344,18629
6397,6397,10514,8083,9598,9898,18392
6791,6791,10826,8970,10784,10235,18713
6727,6727,10534,9047,10064,10356,18668
6776,6776,10781,8376,10926,10144,18679
6815,6815,11051,8826,9707,10373,18779
6087,6087,10836,8739,9278,9334,17809
6391,6391,10931,8632,9099,9906,18141
6525,6525,10902,8325,9036,9702,17931
6472,6472,10804,8477,10655,10025,18532
6651,6651,10668,8499,10082,10320,18846
6420,6420,10588,8522,9828,10362,18434
6544,6544,10547,8339,10397,9823,18206
6443,6443,10987,8256,8931,10126,18645
6484,6484,10742,8387,10106,9772,18590
6682,6682,10806,8476,9789,10581,19369
6466,6466,11318,9314,8918,9885,18660
6831,6831,10973,8176,10189,10411,19082
6267,6267,11503,8589,8936,9761,18203
6319,6319,10797,8420,10118,9788,18300
6618,6618,10624,8146,8461,10152,18539
6469,6469,10613,8372,10166,9918,18371
6402,6402,10645,7843,9802,10218,18580
6319,6319,10620,8133,9273,9945,18190
6582,6582,11122,8568,9909,10355,18812
6661,6661,10498,8599,8912,10143,18814
6557,6557,10862,8129,9566,10065,18326
6770,6770,11145,8728,9312,10254,18521
6471,6471,10321,8141,10316,10003,18280
6885,6885,11129,8935,9731,10879,19218
6214,6214,11411,8382,9782,9416,17509
6573,6573,10540,8080,9479,10239,18124
6296,6296,11237,8980,9283,9502,17989
6431,6431,10829,8800,8965,10189,18134
6721,6721,11249,9007,10855,10141,18621
6785,6785,10742,8146,9720,10720,19237
7002,7002,10872,8209,9848,10608,19103
6780,6780,10858,8351,8978,10164,18710
6238,6238,10968,8357,9992,10029,18409
6677,6677,10780,8255,8754,10162,18676
6228,6228,10943,8817,9588,9791,18077
6565,6565,11121,8936,10150,10047,18947
6770,6770,11014,8783,9330,10239,18955
6664,6664,10912,9106,9128,10474,18835
6580,6580,10838,8142,9552,10076,19002
6795,6795,10987,8878,10319,10349,18770
6757,6757,11520,8808,8754,10508,19214
6297,6297,10790,8807,8724,9961,18221
6679,6679,10997,8509,9896,10177,18741
6645,6645,10947,8546,9441,10055,18690
6801,6801,10767,8341,9071,10851,19370
6570,6570,10765,8752,10634,10501,19174
6480,6480,11367,8666,9788,10174,18590
6636,6636,10698,8187,9244,10282,18777
6828,6828,10503,8617,9113,10377,18928
6722,6722,10789,8487,8549,10138,18209
6690,6690,10630,8356,9311,10652,19078
13994,13994,17459,8346,10059,11109,19548
6423,6423,10844,8217,9789,9441,18235
6356,6356,10373,8457,9279,10177,18525
6486,6486,11020,8883,8941,9949,18139
6860,6860,10826,8473,9037,10363,18617
6637,6637,10754,8315,9636,9983,18586
6973,6973,11334,9067,8894,10967,19263
6567,6567,11079,8591,9350,10276,18509
6751,6751,10618,8128,9348,10407,18665
8310,8310,13196,11215,10318,11019,27928
11110,11110,14428,11655,15220,11576,20247
7009,7009,11229,8822,9875,10708,18991
6590,6590,11522,9455,9537,9988,18694
6526,6526,10771,9075,9897,10030,18497
6493,6493,11165,8480,10164,9929,18556
6722,6722,10609,8439,10048,10315,18777
6505,6505,10558,8733,10420,9803,18134
6747,6747,11173,9195,10174,10628,19070
6503,6503,11235,8458,10369,10090,18433
6610,6610,10855,8711,10321,10210,18589
6878,6878,11209,9315,9475,10592,18893
6589,6589,11100,8859,10159,9982,18465
6468,6468,11230,8498,9867,9903,18165
7066,7066,10668,8496,9375,10472,19120
6796,6796,10909,9216,8917,10519,18868
6578,6578,10937,8866,8980,10116,18983
6575,6575,10813,9169,9912,10373,18994
6513,6513,10487,8421,9948,10382,18585
6410,6410,11057,8454,9188,10173,18480
6626,6626,11466,9187,8848,10461,18737
6650,6650,10896,8726,10774,10313,18797
6855,6855,10682,8321,10027,10784,19096
6607,6607,11149,8671,9468,10336,18844
6942,6942,11002,8588,9151,10762,19417
6757,6757,10908,8170,8916,10532,19132
6487,6487,10999,8022,9139,9801,18306
6297,6297,10734,8478,10804,10040,18249
6459,6459,11013,8711,9504,9936,18216
6595,6595,10828,9172,8899,10044,18902
6928,6928,11021,9117,9505,10576,18794
6531,6531,10624,7970,9742,9904,18629
6586,6586,11303,9092,9564,10040,18406
6172,6172,10756,8375,9748,9933,18030
6492,6492,10814,8414,9267,9954,18454
6593,6593,10767,8056,9828,10107,18574
6649,6649,11429,8614,9978,10535,19327
7014,7014,10714,8754,10301,10571,19013
6441,6441,10869,8396,9760,10105,18644
6919,6919,11045,8979,9473,10464,18925
6706,6706,10564,8559,9442,10197,18497
6898,6898,10973,8563,9636,10577,23409
6963,6963,11045,10279,12624,10903,23579
6749,6749,12822,9623,10321,10362,18798
6546,6546,10981,9082,9300,10048,18342
6498,6498,11161,8610,9464,10180,18454
6687,6687,11107,8453,9681,10637,18882
6831,6831,11183,8327,9574,10560,18738
6414,6414,10740,8744,9801,10602,18792
6655,6655,11819,9445,9840,9577,18155
6665,6665,11149,8465,9535,11648,24342
8806,8806,13852,11881,12861,13863,21565
6788,6788,11317,8845,9361,10568,18906
8762,8762,13849,11478,13067,13881,25736
7977,7977,11754,8822,9875,10654,23485
9072,9072,13842,11588,14088,12324,19470
7049,7049,12320,10480,13413,12610,23903
8464,8464,12634,10832,12673,14355,25571
8805,8805,12047,8164,9190,11090,24353
6668,6668,11342,8715,10127,10575,19294
6709,6709,10487,8424,8625,10125,18892
6443,6443,10894,8669,9402,10131,18444
6761,6761,11169,8416,9581,10473,20459
9050,9050,13069,11144,10194,11413,24014
8500,8500,11853,8848,10244,10701,19156
6576,6576,10959,8683,9216,9932,18572
8378,8378,12863,10842,14357,13626,38876
6792,6792,10951,8622,9721,10661,19041
6433,6433,10924,8550,10117,9941,18534
6643,6643,11023,8834,9884,10391,18610
7050,7050,10763,8420,10893,10275,18959
6659,6659,11117,8494,9660,10283,19003
6436,6436,10650,8404,10601,9831,18203
6280,6280,11377,9199,9184,9452,17788
6688,6688,11494,8777,9958,10210,18717
8882,8882,13646,11682,12800,14746,26694
6707,6707,10866,8549,9371,10480,25933
9179,9179,13455,10882,11312,11131,20046
6796,6796,12063,11232,13170,13639,25696
8757,8757,12550,9935,14194,13438,22847
7015,7015,11096,8453,10305,10676,19328
6671,6671,10869,8708,9223,9944,18404
6649,6649,10818,8568,10225,10460,18570
6438,6438,10977,8801,10940,10046,18615
6623,6623,10917,8418,9480,10321,18749
6447,6447,10572,8480,9345,10005,18485
7059,7059,10954,9160,10411,10943,19800
6694,6694,10918,7920,9322,10361,19045
6880,6880,10733,8349,8836,10518,19197
8254,8254,13394,10601,16549,14116,25740
9241,9241,13376,10678,13369,14120,25039
8619,8619,13777,11987,13643,13803,26660
9073,9073,13532,11107,11511,12962,28305
8496,8496,13443,11116,12351,12824,24366
8804,8804,13804,11411,13133,13796,25442
8365,8365,13493,10979,13957,10909,25360
6999,6999,12224,10831,12142,14496,26955
8843,8843,13351,8599,10707,13493,25212
8564,8564,12314,10890,13238,13674,25496
8993,8993,14091,11696,13050,14350,26305
8956,8956,12207,11021,12745,12622,25592
32259,32259,13885,11221,12890,14116,26440
6806,6806,11376,8505,9473,10740,19355
6633,6633,11266,8891,9792,10192,18721
8157,8157,13337,11753,13095,14734,25615
6891,6891,11412,8940,10127,10311,18959
6327,6327,10954,8614,9539,10103,18461
6632,6632,11465,9304,9280,10234,18654
6615,6615,10955,8736,9864,12041,25618
8802,8802,13228,11228,12587,14198,25998
6217,6217,11313,8879,10317,9675,21447
20160,20160,13073,10287,11631,13337,24245
8862,8862,12491,10116,13199,22388,19527
6550,6550,11131,11190,13528,13937,25688
6781,6781,10897,8530,9511,10236,18858
6545,6545,10489,8259,10177,10051,18371
6692,6692,10813,8548,9983,10259,21107
8316,8316,14307,11497,12742,12556,20136
6812,6812,10686,8644,9254,10012,18372
6817,6817,11560,11345,12386,13912,25800
6552,6552,11152,8300,9219,10235,18768
6765,6765,10416,8234,9677,10103,18446
9300,9300,14478,12048,13311,14089,22599
6446,6446,11028,8299,9090,10301,18484
6906,6906,10732,8769,9467,10764,22355
8336,8336,14941,11840,15526,12433,18744
6755,6755,10668,8199,9363,9970,18289
6543,6543,10710,8810,9561,10033,18444
6478,6478,10640,8328,9819,10083,18546
6893,6893,10742,8468,9040,10458,18928
6800,6800,11285,8431,8927,10484,18655
6578,6578,11012,8516,8931,10078,18455
6553,6553,11365,8790,9520,10058,18424
6499,6499,11071,8659,9547,9724,18386
6949,6949,10900,8046,9434,10501,18858
6784,6784,10982,8411,9816,10272,18670
6533,6533,10235,8025,8566,10095,19748
9334,9334,14145,21427,13822,12430,35742
8604,8604,13643,10528,21449,11129,19553
6886,6886,10840,8621,9554,10291,19044
6531,6531,11284,8913,9419,10223,34949
8690,8690,13279,10367,21896,10835,19206
6863,6863,10941,8734,9544,10263,19078
6707,6707,10799,8328,9799,10633,18694
6635,6635,11052,8897,10047,10124,18675
7071,7071,11225,8567,9651,10494,18899
6241,6241,10904,8583,9820,9196,17488
6791,6791,10453,7870,8887,10514,19012
6874,6874,11130,9003,10304,10612,19190
6611,6611,10712,8971,9565,10036,18282
6750,6750,10949,9149,10223,13189,35331
8600,8600,12619,19733,10257,10398,19092
7214,7214,12955,10474,21950,13318,23900
8286,8286,12852,10512,21750,13654,36194
8482,8482,12809,20848,10461,10419,19171
6753,6753,10790,8441,9104,9861,21093
9537,9537,14581,11546,15679,13004,19510
7302,7302,13070,10986,12350,14072,25301
9182,9182,14421,11530,14545,13682,20136
6662,6662,11102,8533,10643,12955,24903
10023,10023,13958,9237,9320,10655,20594
8989,8989,13641,10793,13476,14125,25773
8527,8527,14096,11695,13315,13189,24595
6606,6606,11455,8895,9977,10458,18985
6929,6929,10947,8191,9051,10498,18948
6555,6555,11226,8625,10768,10286,18655
6429,6429,11388,9477,9775,10140,18495
6567,6567,10938,8246,9294,10295,18843
7041,7041,10712,8646,10410,10847,18927
7033,7033,11151,8536,8735,10794,18938
7214,7214,11076,8707,10138,10383,19743
6455,6455,10958,8631,9190,10006,19004
6285,6285,10513,8565,31046,10005,18567
6774,6774,11314,8292,9658,10148,18295
6748,6748,10944,8389,8829,10327,18557
6987,6987,10800,8177,9551,10760,18975
12709,12709,14260,11747,11860,11179,24246
9304,9304,10921,8579,9748,10261,18715
6455,6455,11066,8509,8860,10036,25169
8215,8215,11544,8562,9864,12472,26709
8234,8234,12036,11446,12501,10945,19175
6791,6791,11499,9200,9015,10110,18565
6951,6951,11011,8379,8773,10923,19043
6336,6336,10621,8626,9746,10109,18597
6879,6879,10921,8841,9806,10739,19071
6936,6936,10792,10410,12998,15324,25703
9565,9565,14970,12268,14114,15089,26814
8975,8975,13913,11543,14276,13719,25804
8958,8958,12987,10909,14417,13815,25770
9067,9067,13846,11447,12979,14064,25849
9021,9021,13801,11681,14764,13778,25651
9384,9384,13366,10798,13222,14131,25491
8959,8959,13385,10851,13658,13842,25413
8608,8608,13672,10498,10265,10745,19199
6933,6933,11302,9031,9022,10274,18894
6717,6717,12548,11146,12218,13910,25252
9588,9588,13217,11066,12184,14899,26495
8934,8934,13446,9135,9667,10680,19271
6907,6907,11475,8570,9426,12137,24815
8675,8675,12744,10346,10811,10223,19034
6753,6753,10266,8375,9410,10268,18491
6788,6788,13023,10950,13824,13315,24881
9912,9912,13292,11198,14022,15457,26865
9287,9287,11463,8338,9980,10601,19426
6778,6778,10880,8671,10385,13107,34997
8136,8136,12284,9527,22376,10820,19223
6430,6430,11166,8320,10030,9988,18484
6499,6499,10648,8610,8848,10090,18945
6683,6683,11394,9128,9707,10408,19113
6780,6780,11021,8798,9298,10691,19105
6836,6836,11374,10239,13392,15588,28216
8791,8791,13756,11619,15114,14310,26281
8980,8980,14237,11769,14621,13826,25862
9026,9026,14475,11729,14064,13821,24999
8977,8977,14140,11181,13075,14124,25492
8842,8842,14316,12090,14334,13627,25064
8960,8960,14106,11548,14081,14535,25918
9462,9462,13836,11394,12608,14416,26078
8505,8505,13784,11573,14769,13883,25672
8869,8869,13182,10580,22861,22549,19345
8654,8654,13897,10016,13717,12999,24064
6855,6855,11543,8878,10057,10145,18711
6592,6592,10739,7952,9090,10389,18701
6837,6837,10859,8709,9961,10428,18535
6704,6704,11066,9249,10622,10526,18928
6421,6421,11045,8759,9413,9884,21734
8831,8831,14280,10978,14728,14576,26172
9333,9333,13410,11436,14642,13688,25699
8938,8938,13996,11898,13548,13381,25190
8830,8830,13992,11784,13417,13556,25083
9005,9005,13420,11187,13755,13910,25552
8981,8981,13702,11615,12523,14018,25384
8827,8827,13728,11070,13445,13835,25482
8936,8936,13793,11128,12789,13650,25442
9031,9031,14131,11603,12689,13555,24737
7814,7814,11510,8766,9478,10923,19168
6646,6646,10806,8400,10132,10124,18638
8245,8245,13361,11218,35694,22944,23948
8653,8653,11611,8558,9799,10526,19007
7051,7051,11079,8766,9225,10923,21981
8006,8006,12297,20147,10224,10489,19026
6957,6957,11338,8620,9634,10590,19141
6693,6693,10399,8578,8439,11423,24092
8377,8377,23298,10472,9704,10908,19484
6569,6569,10841,8525,10107,10034,19303
9189,9189,13447,8924,9849,10887,19566
7164,7164,10529,8662,8772,10810,19091
8864,8864,13207,10744,13924,14587,26060
8878,8878,13388,11277,14260,13896,24886
7142,7142,11127,8064,9645,10700,19455
6819,6819,11076,9730,11509,14353,26062
8340,8340,13656,11945,13247,10849,19385
7124,7124,11463,8913,9933,10557,18928
6391,6391,10826,8192,9961,9823,18307
6932,6932,11033,8786,9847,10930,19362
6603,6603,10936,8131,9221,10333,18246
9942,9942,14728,11432,15785,14154,24556
8972,8972,14143,11158,11971,14176,26052
9055,9055,14266,12052,13966,14021,26308
9215,9215,13774,12032,15436,14621,26197
9124,9124,14314,11606,14308,14011,25240
9245,9245,14295,11519,13489,14141,25853
8581,8581,13977,11614,12989,13415,25498
9460,9460,14673,12285,16345,14094,25526
9023,9023,13460,11252,12076,14173,25825
9668,9668,13317,11510,14004,14330,25501
8542,8542,14409,9503,11836,13884,23268
6960,6960,11251,8980,10342,10953,19095
6546,6546,11069,8893,9406,9943,18295
6561,6561,10434,8791,9198,10145,18319
6955,6955,11671,9182,21514,11645,19343
6822,6822,10984,8563,10094,13186,27640
9082,9082,13376,11367,14319,14101,25789
8671,8671,13890,11244,12980,13643,24988
8865,8865,13202,10980,13359,13553,25427
8905,8905,13906,11903,12987,13751,25141
8744,8744,13234,11033,13590,13514,24857
9084,9084,13891,11080,14589,13991,25836
9466,9466,13467,11063,15435,14602,26505
8796,8796,13611,11382,14574,14007,25230
9079,9079,13874,11105,12485,13526,22280
7056,7056,11027,8082,8512,10624,19073
6507,6507,10635,8054,9020,11863,34397
8247,8247,12915,10865,12466,13008,33844
7073,7073,10855,8151,10739,10416,19063
8894,8894,23705,10564,14942,22950,20887
6902,6902,11005,7977,9614,10556,18682
6530,6530,10516,7959,10901,12518,25118
8731,8731,12261,9111,10431,10638,19683
6638,6638,13019,11616,12155,12606,19333
6848,6848,10578,8118,9048,10550,18657
6425,6425,13314,11920,13695,14028,25712
8823,8823,13284,11223,13302,13572,25131
7810,7810,11119,8731,9673,10196,18755
6711,6711,10746,8737,11961,13101,25517
9066,9066,13807,11286,12412,11830,19640
7015,7015,11251,9031,8691,10575,18904
6679,6679,11194,8463,8444,10491,18879
6753,6753,10789,8223,10448,10235,18556
6187,6187,10961,9116,10857,11554,27489
9471,9471,13836,11245,12610,13607,26031
8823,8823,13708,11740,13673,13865,25623
9042,9042,13230,10888,14342,14178,26003
19829,19829,23881,10739,13270,13528,23812
8279,8279,12525,10245,12083,12733,22854
7868,7868,12777,10325,12951,12747,23684
9022,9022,12987,10684,12879,13731,24592
8647,8647,13328,11346,11755,12907,33309
9031,9031,22663,8945,10227,11189,25472
8857,8857,12553,11266,12942,13763,25442
6853,6853,11062,7829,9173,10409,18597
6516,6516,10922,9015,10072,10141,18272
6542,6542,10870,8114,10016,9875,18593
6304,6304,10955,10566,11155,13496,25008
8970,8970,11572,8088,8787,10687,19288
6904,6904,10545,8583,9447,10179,18824
6545,6545,10750,8633,9725,10087,18399
6510,6510,10856,8769,8947,10197,18758
6388,6388,11235,8281,9916,9908,18463
6657,6657,11025,8627,10004,10259,18790
6206,6206,10917,8786,11027,9593,21126
8504,8504,11086,8800,9116,10676,19350
6723,6723,10904,8136,8662,10192,18710
8386,8386,22322,10504,11702,13355,24754
18883,18883,12364,8769,9997,10369,19074
6964,6964,12095,11282,24773,12933,34707
6496,6496,10694,9538,23210,12261,32808
6813,6813,10545,8150,9067,10618,18968
6731,6731,12171,10449,13745,23493,23572
8157,8157,12750,10778,12082,12474,22984
18047,18047,11996,8377,9645,10587,19088
6775,6775,12346,21298,11530,13366,33210
6781,6781,11269,7941,9256,10488,20330
8866,8866,12340,8931,9787,10625,19247
7000,7000,10774,8675,9145,10568,18842
12911,12911,14126,11488,15361,15656,28545
11601,11601,14467,11856,23250,14530,26381
6828,6828,11406,8732,10179,10331,19210
6347,6347,11182,9015,10063,9864,18039
6770,6770,11025,8743,9248,10160,18609
6811,6811,10941,8422,9135,9893,18486
6594,6594,10734,8683,9052,10293,18546
6770,6770,10709,8378,9819,10319,19020
6661,6661,11077,9129,10263,10317,18839
6419,6419,10503,7937,8474,10068,18398
6690,6690,11227,9819,13551,13096,22668
