ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
6222,6222,10860,8979,10429,9501,27063
5926,5926,10452,7945,8105,9162,16909
6212,6212,10267,8099,9347,9712,17577
6087,6087,10269,8315,9470,9370,17121
5782,5782,9849,7968,9125,8818,16904
6166,6166,10403,7963,8330,9456,17071
6161,6161,9863,7763,8749,9297,16925
6131,6131,9780,8041,8479,9410,17210
6077,6077,9863,7737,8492,9216,17345
6069,6069,10232,7816,8708,9477,17234
6522,6522,9735,7298,9690,9880,17723
6133,6133,9958,7633,8831,9724,17468
6318,6318,10211,8178,8116,9472,17166
5996,5996,10445,8291,9057,9242,16877
6107,6107,9729,7212,8479,9394,17404
6047,6047,9888,7977,9864,9435,17268
5781,5781,10043,7670,8672,8972,16845
6083,6083,10290,8091,8984,9346,17107
5771,5771,10446,7622,9048,8932,16561
6253,6253,10050,8316,8935,9670,17232
6373,6373,10143,7762,9340,9516,17700
5859,5859,10605,8507,8151,9110,16745
6305,6305,10290,8507,8291,9486,17456
6203,6203,10616,8045,9611,9532,17456
6166,6166,10110,8120,9184,9483,17320
6184,6184,10153,8009,9388,9632,17207
6196,6196,10440,8183,8424,9345,16989
6157,6157,9883,7204,8506,9483,17109
6193,6193,10293,8234,10391,9350,17308
6137,6137,10226,7991,9108,9590,17157
5734,5734,10426,8544,9288,8765,16565
6150,6150,10115,8087,8427,9302,17129
6204,6204,9866,7432,8578,9471,17209
6313,6313,9543,7536,8905,9540,17352
8908,8908,11186,23436,11086,10739,27867
6198,6198,9791,7220,8734,9513,17343
6245,6245,10466,8552,9040,9941,17512
6119,6119,9979,7540,8509,9590,17185
6256,6256,10071,8027,8368,9386,17446
6037,6037,10047,8016,9298,9119,17174
5916,5916,10198,7965,9477,9313,16858
5837,5837,9892,7443,8435,8961,16726
5752,5752,9696,7670,8842,8830,16853
6521,6521,9693,7911,9038,9782,17605
5907,5907,9953,7364,8854,9109,17049
6023,6023,9563,7423,9124,9166,17082
6396,6396,10032,7893,8501,9756,17662
5874,5874,10075,8135,8968,9071,16647
6039,6039,10199,7837,8835,9364,17013
6124,6124,9947,7537,9722,9297,17225
6204,6204,9505,7657,9350,9471,17159
5997,5997,10453,7750,8422,9097,16939
6300,6300,9748,7661,9109,9672,17447
6134,6134,9634,7387,8878,9807,17407
6309,6309,10301,7750,19890,10443,18847
16818,16818,10192,7853,8311,9609,17094
6393,6393,10169,7873,9313,9694,17759
6305,6305,10420,8090,8674,9331,17165
5867,5867,10714,8227,9106,8861,16586
6200,6200,9634,7380,9398,9497,17394
6282,6282,10253,8638,9186,9575,17650
6304,6304,9651,7672,8732,9966,17745
6017,6017,9957,7771,9156,9319,16974
6385,6385,10100,8166,9307,9593,17191
6261,6261,9973,8226,8940,9397,17436
6401,6401,10349,8747,10056,9867,17618
6478,6478,9895,7111,8916,9988,17753
6050,6050,10107,8085,8761,9496,17331
5924,5924,9689,8035,8066,9129,17127
5961,5961,10152,7969,8497,9193,17133
6225,6225,9868,8072,9189,9534,17122
6421,6421,9760,7881,9036,9781,17626
6452,6452,9766,7735,8161,9846,17232
6292,6292,10160,8061,9689,9791,17439
6018,6018,9769,7927,8086,9233,17121
5981,5981,10041,7786,8183,9201,17047
6245,6245,9774,7977,9071,9584,17352
6226,6226,28388,13701,20187,9496,17356
5977,5977,9823,8042,8222,9562,17015
6200,6200,9908,7458,9149,9323,16954
6338,6338,10707,8651,8667,9786,17388
6042,6042,10614,8178,9421,8975,16702
6160,6160,10121,8240,9254,9318,17448
5823,5823,10362,8645,8639,8993,16442
16212,16212,10709,8262,8613,10242,18660
6560,6560,10967,8859,10080,19611,17225
6484,6484,10300,7749,8231,10139,17979
6105,6105,10208,8126,8386,9225,16915
6456,6456,9631,7301,8960,9800,17532
6081,6081,10517,8190,8504,9283,17314
5955,5955,9846,7597,9325,9443,17094
6123,6123,10278,8290,9007,9642,17389
6472,6472,10269,8114,9198,9828,17647
6218,6218,9846,7988,8114,9310,17423
8391,8391,13675,9035,10244,9655,17630
6241,6241,10339,8478,8148,9494,17445
6056,6056,10351,7835,8965,8894,16869
5952,5952,10297,7879,9028,9224,17061
5999,5999,10016,8309,8685,9225,17126
6039,6039,10085,7778,9890,9381,17218
6039,6039,9928,8195,10123,9585,17368
6291,6291,10075,7709,8902,9269,17194
6566,6566,9775,8163,8631,9807,17821
6144,6144,9838,7675,9045,9339,17301
6125,6125,9879,8327,9563,9391,17113
6190,6190,9811,7631,8300,9041,17100
6014,6014,10114,7586,8710,8901,16817
6198,6198,10389,8006,8641,9122,16992
5977,5977,9902,8115,8345,9360,16822
5974,5974,9649,7697,9041,9306,16805
6335,6335,9610,7393,8589,9573,17501
6177,6177,10023,7888,8548,9286,17276
6281,6281,9583,7835,7991,9651,17699
5840,5840,9902,7904,9031,8986,16921
6203,6203,10229,8300,8679,9604,17143
6383,6383,11227,9315,22862,10799,22880
6014,6014,10045,8122,7955,9446,16901
6021,6021,9484,7489,8913,9204,17015
6069,6069,10073,7398,8483,9254,35101
6348,6348,9996,8058,10019,9727,17342
6105,6105,10152,7922,9047,9303,16998
6329,6329,9996,8158,9529,9561,17444
5895,5895,9933,7728,8865,9108,16719
6151,6151,9812,7392,9278,9314,17219
6607,6607,9860,8090,8536,10088,17837
6463,6463,9893,7677,8506,9748,17709
6061,6061,9976,7864,10410,9265,17035
6284,6284,10299,7629,8537,9545,17354
6082,6082,9901,7837,8074,9169,17109
6354,6354,9984,7643,8775,9595,17379
6440,6440,9767,8384,9900,9807,17586
6237,6237,9777,7202,8934,9554,17444
6256,6256,10522,8054,8769,9760,17616
5996,5996,10369,8261,8034,9506,17101
6210,6210,9874,7667,8337,9110,17248
6166,6166,9709,7625,9005,9381,16920
6169,6169,10023,7639,8596,9318,17189
6092,6092,10139,8126,8743,9163,16961
5797,5797,10169,8161,8724,9264,17127
6099,6099,10002,8291,9194,9914,17308
6328,6328,9903,7036,8378,9743,17573
6120,6120,9935,7506,8905,9557,17207
5988,5988,10250,8092,9322,9169,16960
6240,6240,9912,8005,9105,9564,17491
5778,5778,10270,7647,9046,9041,16551
6378,6378,10227,8449,9391,10000,17723
5893,5893,10063,8137,8852,9074,17108
6376,6376,10094,8013,8385,9402,17190
5804,5804,10137,8304,8456,8932,16737
6306,6306,10167,7630,8374,9368,17070
6348,6348,9735,7972,9117,9527,17368
6015,6015,9867,7664,8862,9427,17129
6183,6183,10171,8109,8700,9701,17505
5889,5889,9938,7684,8647,9300,16792
6450,6450,9941,8251,8945,9851,17440
6356,6356,10529,8767,9628,9886,17910
5947,5947,10119,7902,8928,9229,17075
6087,6087,10119,7173,8746,9346,17182
6090,6090,9832,7970,9811,9656,17398
6456,6456,9909,7887,8397,9683,17518
6007,6007,9488,7689,8874,9232,17026
5989,5989,9976,8143,8616,9194,31588
6813,6813,21105,7845,9153,9709,17282
6094,6094,10079,7788,8865,9412,17086
6244,6244,10153,8024,8293,9702,17604
6175,6175,9847,8078,8375,9436,27492
8355,8355,12644,9597,21495,10539,17831
6166,6166,10237,7872,19865,10025,33874
6383,6383,10270,7979,8210,9622,17418
6126,6126,10289,8253,9195,9530,17381
6138,6138,10162,7640,8719,9458,17217
6097,6097,9831,8047,8809,9277,16989
6099,6099,10179,8486,9303,9314,16923
6350,6350,9730,8098,8393,9820,17549
6266,6266,10080,8266,7941,9489,17301
6214,6214,10650,8254,8330,9519,17019
5956,5956,10113,8237,8933,9301,17185
6254,6254,9745,7810,8705,9597,17435
6305,6305,10224,8447,8751,9508,17363
6251,6251,10017,7279,8508,9525,17224
6312,6312,10320,8066,8559,9235,16671
6264,6264,10049,8437,9286,9688,17480
6080,6080,9975,8069,7849,9432,17147
5975,5975,9878,7139,8727,9164,17164
6147,6147,9885,7568,9194,9351,17336
6183,6183,9927,7643,8916,9596,17163
5736,5736,10062,7641,8422,8939,16717
5963,5963,10062,8147,7808,9358,17023
6018,6018,9941,7256,9581,9454,16883
6120,6120,9881,7561,9819,9648,17425
6015,6015,10189,8268,8504,9191,17109
6234,6234,10205,8241,9158,9629,17387
6286,6286,10066,7291,8606,9492,16957
6037,6037,10083,7561,9172,9408,17049
6333,6333,10040,7970,9013,9731,17523
6279,6279,10228,8191,9332,9599,17378
6128,6128,9983,7634,8643,9237,16963
6206,6206,10072,8201,9015,9615,17377
6398,6398,10335,8111,8841,9867,17540
6146,6146,9798,7893,8784,9718,17473
6097,6097,10097,8508,8557,9340,17109
6264,6264,10139,7390,8670,9732,17282
6463,6463,10189,7775,8939,9819,17986
6224,6224,10305,8215,8621,9701,17604
33155,33155,10946,18616,8508,10336,18050
6272,6272,9842,7489,8267,9910,17485
5863,5863,9878,7354,8026,9067,16629
6405,6405,9589,7566,8152,9718,17349
5874,5874,10418,8401,9542,9101,16746
5714,5714,10496,8132,8633,9269,17027
6047,6047,10037,8049,8416,9265,17286
6106,6106,10195,8000,8862,9255,16926
6063,6063,10202,8218,8225,9626,17164
5995,5995,10236,7905,8143,9271,17035
5832,5832,10304,7229,9229,9015,16546
6253,6253,10354,8382,8196,9689,17349
6498,6498,10588,8552,9818,9326,17258
6262,6262,9827,8246,8726,9382,17118
6145,6145,9749,6967,8023,9661,17284
6327,6327,9438,7431,8917,9954,17497
5808,5808,9849,7477,8833,9418,16916
6003,6003,10232,8449,9224,9105,17261
6082,6082,10163,8260,8890,9331,16879
7004,7004,10538,8115,9531,10782,28232
6102,6102,10914,8522,9446,9498,17378
6204,6204,9919,8033,8247,9765,17523
6194,6194,10473,8693,9026,9382,17133
5979,5979,10058,7468,8751,9546,17224
6181,6181,10385,8343,8431,9761,17490
6112,6112,10270,8348,8218,9440,17277
6276,6276,10134,8248,8609,9554,17467
6145,6145,10035,7395,8251,9044,16834
6758,6758,10052,7697,9243,9963,17630
5961,5961,9705,7555,9343,9127,16778
6411,6411,9795,7988,8871,9887,17797
6192,6192,10119,8161,8303,9600,17037
6428,6428,9771,6992,10174,9495,17166
5988,5988,10006,7698,11085,9447,17080
6162,6162,9944,7908,8959,9334,17091
6213,6213,9918,7816,8477,9676,17290
6073,6073,10051,7393,8298,9602,17187
5981,5981,10516,8663,7973,9347,16921
6300,6300,10326,8278,8499,9745,17305
6193,6193,9628,7839,7897,9395,16947
6333,6333,10194,8399,9099,9659,17382
6156,6156,10080,7387,8528,9519,17399
6503,6503,10608,8142,9144,16534,28030
6156,6156,10110,8066,9178,9408,17186
6283,6283,9742,8152,8738,9589,17451
6175,6175,9930,7276,9129,9378,17125
5898,5898,10030,7562,9299,9516,17342
5964,5964,10445,8312,9177,9451,17450
5883,5883,10414,8201,8995,9141,17168
6028,6028,10109,7704,9311,9425,17127
5863,5863,10197,7944,9367,8843,16559
6196,6196,10270,8010,9187,9492,17409
6369,6369,10310,8570,8530,9638,17575
5988,5988,10016,8256,8312,9238,16891
6143,6143,9982,7283,9255,9635,17390
6531,6531,10257,8356,8949,10042,17804
6409,6409,9612,7618,8916,9547,17624
6242,6242,10245,8199,8649,9740,17396
6314,6314,10035,7301,9059,9620,17409
6336,6336,10189,8285,8786,9633,17426
6112,6112,10118,8191,8210,9434,17222
6221,6221,10121,7979,9752,9824,17372
6113,6113,9884,7395,8695,9360,17020
6088,6088,10150,7982,9273,9522,17297
5925,5925,10066,7826,8986,8913,16939
5899,5899,10082,7587,9045,9112,16969
6300,6300,10025,8344,8320,9632,17193
5944,5944,10361,7906,8552,9457,16914
5985,5985,10148,7951,9172,9240,17140
6185,6185,10111,7919,8658,9713,17445
6210,6210,10254,8289,8266,9876,17478
6052,6052,10386,7804,8104,9603,17277
5780,5780,10113,8029,9133,9033,16628
5967,5967,10283,7748,8400,9518,17362
6047,6047,10431,8501,8845,9415,17200
6078,6078,10158,8091,7878,9157,16826
6036,6036,9856,7621,9108,9578,17202
6127,6127,10509,8240,8787,9495,17359
5689,5689,10431,8359,8622,9000,16781
5880,5880,10098,8378,8616,8868,16837
6174,6174,10257,7449,9325,9727,17435
6242,6242,9705,7793,8700,9255,17026
6120,6120,10091,8233,8794,9231,16862
6089,6089,10089,8068,8934,9670,17377
6130,6130,10361,7590,8414,9236,17117
6135,6135,10213,7988,9458,9394,33238
6656,6656,10486,8341,10099,10323,18774
6554,6554,10445,18802,8902,9168,17209
6178,6178,10145,8415,8420,9577,17229
6226,6226,10193,8000,9758,9184,17148
6054,6054,10371,7934,9489,9449,17382
6480,6480,10211,8214,8128,10012,17579
6071,6071,10180,8313,9596,9030,16977
6301,6301,9492,6906,8518,9573,17331
5999,5999,10033,7905,8868,9484,17251
5782,5782,9821,7947,8606,9115,16778
6114,6114,10266,8423,8745,9386,17216
6105,6105,10151,7634,8258,9463,16956
6358,6358,9793,7750,8422,9640,17617
6199,6199,9991,7894,8933,9782,17424
5894,5894,10155,8382,8379,9034,16947
5952,5952,9355,7575,8116,9375,17146
6405,6405,10300,7293,9278,9756,17534
6328,6328,9878,7681,8974,9941,17726
6152,6152,10056,7999,8416,9637,17352
5914,5914,9860,7636,8963,9113,17143
5777,5777,10039,7104,8384,9198,16880
6074,6074,10553,8263,8667,9462,17223
6349,6349,10110,8099,9761,9925,17853
6382,6382,10168,8372,9497,9641,17573
6346,6346,10282,8143,9089,9864,17610
6237,6237,9842,7612,9134,9203,17098
6023,6023,10201,7912,9365,9568,17204
9069,9069,11359,8892,18938,10190,18319
6254,6254,10262,7886,10168,11655,24498
6683,6683,12334,10481,12359,14118,25755
8618,8618,14052,20951,12486,11974,22790
8433,8433,12104,9462,12424,13299,23946
