ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
6856387,6856387,23653398,10966704,17287002,22086220,28714582
6875130,6875130,23354891,10997970,17229981,22302338,29636691
6946846,6946846,23748927,10984334,17436396,22348378,29220393
6857383,6857383,23366931,10969463,17372616,22394344,29324279
6934424,6934424,23429970,11024343,17271843,22112242,28762021
6860946,6860946,23758968,10992639,17177922,22472044,29273512
7140267,7140267,23787734,11128920,17567711,22356191,29011008
7600974,7600974,23876420,11133168,17628031,22859021,29152093
6887652,6887652,23912915,11098752,17579527,22263192,29044205
7001178,7001178,23644639,11174362,17870677,22270582,28875164
6853133,6853133,24581619,11071950,17630158,22354153,28804841
6935222,6935222,23919491,11214214,17323085,22142022,28791616
6835235,6835235,23569433,10973710,17271066,25261354,30285490
6950340,6950340,25304822,12037470,19222074,23858566,31542908
7266891,7266891,25709888,13223189,18991088,23394498,30375710
6979567,6979567,24133279,11214002,17326797,22449892,29165955
6867261,6867261,23736414,11052969,17368844,22377558,29044296
7020935,7020935,23785428,11091736,17301541,22318958,29135154
6934137,6934137,23928748,11261194,17793875,22401319,28866222
6890654,6890654,23536827,11077473,17955438,22377249,28729936
6854053,6854053,23584281,10983878,17383413,22096128,28783262
6841528,6841528,23388565,11048852,17176696,22097670,28738814
6844481,6844481,23826077,10995408,17378167,23121784,28966651
6878755,6878755,23723992,10974418,17343938,22964042,29412765
6844470,6844470,23790966,11022206,17271181,22152924,28781844
6874047,6874047,23456777,11043017,17237036,22077909,28757183
6917112,6917112,23595658,11086438,17284138,22203013,29753189
6928305,6928305,23633420,11000660,17283580,22099427,28845158
7384370,7384370,24155104,10972632,17220505,22346592,28965861
6852752,6852752,23532587,10946949,17327990,22146960,28797121
6859807,6859807,23523742,11059925,17284615,22201164,28730054
7126829,7126829,24444532,11084319,17548305,22153847,28758336
6831410,6831410,24678665,11586895,17604168,22435951,29273430
7004463,7004463,23618176,11001593,17243215,22184073,28713677
6856250,6856250,23486058,10975367,17183476,22246471,28876501
6936594,6936594,23676829,11601151,17769525,22306889,31825194
7585121,7585121,24151450,11083431,18680874,23162577,28869970
7174828,7174828,23325478,11001743,17222275,22202150,28866499
6880490,6880490,23562455,11016189,17408335,22195208,28781111
6868024,6868024,23664574,11057624,17444440,22963086,29606627
6908389,6908389,23645576,11045487,17351068,22946159,28721823
6960696,6960696,23704120,10953828,17226029,22082256,28734836
6838481,6838481,23485036,10963301,17227186,22134324,28867112
6857787,6857787,23446640,10947602,17453512,22131606,29840013
6858350,6858350,23525781,10953356,17296361,22182410,29522488
6854252,6854252,23687703,10958592,17260947,22156502,28751863
6826370,6826370,23647442,11033063,17267212,22139096,28737921
6829232,6829232,23607612,10975153,17476813,22209391,28846559
8525555,8525555,23621458,11074642,17238887,22056476,28749307
6842838,6842838,24207904,10938368,17353405,22347379,28766664
6895286,6895286,23480909,11000576,17246773,22137847,28746978
6879534,6879534,23464759,10961078,17237840,22106328,28759984
6846497,6846497,23876930,11438941,17362341,22146164,28795717
6847560,6847560,23719226,11255961,18072554,22151035,29036750
6843141,6843141,23643869,10972822,17241722,22236120,28783684
6984625,6984625,23709065,10981484,17223233,22156374,28709675
6965331,6965331,23393722,10972404,17834948,22441020,28780271
6831315,6831315,23448069,10964724,17392157,22839887,28736405
6950749,6950749,25878229,11032555,17386510,22164698,28761090
6945144,6945144,23665906,10985701,17149856,22181764,28850461
6916345,6916345,23480194,10979587,17227533,22278563,29508437
7019012,7019012,23651932,11068698,17330691,22262178,29668635
6847458,6847458,23488063,10984018,17335332,22100685,28751777
6868262,6868262,23565701,11066167,17161338,22283285,28814431
6940808,6940808,23438369,10993872,17188584,22309245,28962622
6905369,6905369,23607683,11045423,17319094,22123854,28802920
6894556,6894556,24155033,11021737,17474649,22722543,31384860
6905468,6905468,23670008,11262669,17521262,22271781,29270988
6892081,6892081,23768537,11028703,17432001,22246440,29021372
6858827,6858827,24612639,11149573,17426936,22287262,28780743
6913483,6913483,23625986,11694360,17300400,22178058,28879183
6861383,6861383,23534722,10992588,17243964,22076524,28758588
6870714,6870714,23537784,10976228,17195733,22223782,28730466
6847889,6847889,23543883,11201243,17867726,22274268,28809952
6905155,6905155,23480867,11050193,17243589,22793315,28874626
6845877,6845877,24241754,12254458,18977425,24107298,31401136
7866775,7866775,24640512,10950418,17238311,22067584,28843785
6849381,6849381,23655149,10969714,17291110,22914454,28821980
6860284,6860284,23755801,10972657,17339815,22505271,29001887
6906843,6906843,23493712,11070338,17376997,22094990,28815938
6831031,6831031,23643018,10979105,17245759,22263238,28746448
6865947,6865947,23478671,10972054,17510643,22400440,30033958
6933712,6933712,23775945,11074086,17515397,22521946,29376316
6917527,6917527,23620132,11157355,17351130,22441527,33533767
6972779,6972779,23920836,11191217,17337001,22238844,28873311
6931539,6931539,23513088,11031228,17223963,22194117,28975658
7098322,7098322,23863675,11099377,17342408,22218846,28990913
6930133,6930133,24985485,11217111,17158703,22184243,28776032
6879939,6879939,23557140,10988763,17106620,22159500,28739605
6828004,6828004,23594803,10951323,17441912,22071274,28961989
6889208,6889208,24452669,11094962,17302030,22213080,28835943
6919123,6919123,23672826,11257007,17780639,22298702,28854905
6838913,6838913,24254365,10983762,17332819,22087608,28818069
6872603,6872603,23462519,10997818,17560993,22241855,28832331
6826146,6826146,23493193,10980753,18483865,22236197,28744160
6860417,6860417,23582024,11075848,17124530,22716109,28745704
6858318,6858318,23638000,11007750,17176442,22146725,28754230
6916123,6916123,23601458,10961776,17273104,22095065,28836251
6896905,6896905,23696418,11291855,17180029,23031691,29164015
6850957,6850957,23681047,10965544,17288762,22178111,29584167
6965365,6965365,23697171,11050003,17349966,22172822,28825234
6863296,6863296,23772699,11015415,17311840,22158258,28700725
6843929,6843929,23641500,10958190,17218458,22126590,29438435
6935543,6935543,23519860,10972216,17134599,22102070,29062474
6890453,6890453,24277216,10989524,17287923,22288971,28714560
6827387,6827387,23614131,10964620,17442342,22128495,28756229
6847978,6847978,23559565,10994435,17192917,22127952,28918983
6866363,6866363,24234640,11122613,17313190,22119982,28672943
6896134,6896134,23656849,11390912,17528427,22177995,29044244
7078649,7078649,24114610,11063583,17435043,22223239,29127537
7057373,7057373,23765290,11055522,17152262,22396718,28933372
6847017,6847017,23619678,11224092,18178691,22311810,28883948
6846729,6846729,23574117,10999083,17176278,23627399,29119407
6844723,6844723,23444769,10965999,17212860,22062829,28736469
6882333,6882333,23270253,10980796,17252883,22105297,28771247
6825648,6825648,23691584,10996300,17237359,23057065,28953089
7154047,7154047,23809058,11043806,17491505,22321618,29598966
6901549,6901549,24067772,11108578,17322513,22427352,32630390
7457629,7457629,25516797,13809447,23932156,28213967,33448896
7402602,7402602,24205479,12227882,20464877,25798824,31145758
6884665,6884665,24150103,11080035,17448186,22392307,29411755
8947087,8947087,24472437,11022638,17358101,22197745,28911682
6853613,6853613,23454187,10992988,17334300,22144487,28812899
6859119,6859119,23401582,11276313,17311864,22540926,29543737
6860895,6860895,23623370,10973912,17215854,22203268,29254150
6838037,6838037,23551232,11144670,17313888,22322559,28853956
6875553,6875553,23722945,11024234,17182620,22153053,28829981
6867448,6867448,23493160,11068267,17283442,22130791,28903739
7905871,7905871,23764047,11054863,17337343,22297158,28875039
6855784,6855784,24390019,11051528,17269331,22327471,28816127
6842927,6842927,23411007,11005440,17262693,22227254,28752399
6893473,6893473,23657196,10982338,17192877,22161215,29183330
6861813,6861813,24995420,11191572,17547032,22260030,28926427
7011975,7011975,23790387,11119296,18080420,22295487,29159008
6888359,6888359,23773159,10957955,17314140,22468115,28929603
6851059,6851059,23497318,11178762,17315465,22153479,28798866
6879173,6879173,23508935,11001236,18134753,22246972,28973238
6854118,6854118,23866473,11364026,17318770,22635295,28769918
6841949,6841949,24039200,11023293,17307637,22172027,30373047
6915581,6915581,25016108,11795108,19766860,23934550,30767671
7210674,7210674,25711793,12130941,19227467,24296136,30500775
6917551,6917551,23687235,11038812,17370902,22576820,29171662
6825499,6825499,23554268,11015106,17462486,22301786,28992759
6938362,6938362,23555519,11039956,17474605,22362402,28994922
6885020,6885020,23546018,11000691,17567754,22325897,29668866
6980491,6980491,23821421,11077715,17493497,22245595,29346112
7373183,7373183,23793582,10981483,17420963,22162319,28742010
6908135,6908135,23658241,11059689,17475989,22077732,28747346
6871906,6871906,23819047,10975718,17186269,22463488,29462631
7034175,7034175,23781269,11024527,17270030,22170490,28962472
6898424,6898424,24504790,11016035,17496391,22754227,29287545
6924572,6924572,23789987,11118596,17453313,22365823,29188482
7020978,7020978,23835190,11184416,17505877,22406051,28962673
6882047,6882047,24912070,11134979,17575231,22167974,28743650
7010826,7010826,23683701,11274900,18544174,22254891,28967611
6902110,6902110,23594558,10978821,17261297,22122762,28839455
6845003,6845003,23588150,10950717,17381554,22160318,28751085
6894368,6894368,23729248,11256718,17979987,22462632,29496516
6932987,6932987,23896965,11152321,17382518,23291197,29293835
7044156,7044156,23818629,11264591,17446490,22362465,29099723
7074927,7074927,23775082,11058220,17313987,22324009,29016561
6884029,6884029,23449273,11011071,17220407,22830194,28878221
6843333,6843333,23770916,10955872,17445528,22315056,30428971
6844623,6844623,23734792,11014686,17246420,22086211,28862674
6833650,6833650,23635712,10969653,17610194,22035018,28755149
6906577,6906577,23530316,10963181,17660368,22109354,29818210
10809623,10809623,23855848,11022363,17199473,22204666,28706170
7258315,7258315,23556935,11138372,17596323,22149809,28837162
6839263,6839263,23410753,11002330,17283781,22135778,28747288
6843456,6843456,23749979,11133288,17240384,22205451,32087872
7939253,7939253,23708210,11100558,17381620,22201258,29012039
6885025,6885025,23972104,11088726,17353585,22302643,28787341
6874936,6874936,23515053,11090330,17211259,22249714,29000399
6879882,6879882,23759740,11024698,17447618,22140859,29844163
6936485,6936485,24499010,11069947,17288680,22112846,28725029
6829270,6829270,23542454,10970703,18019122,22170887,29054857
6841191,6841191,23456503,11008551,17180147,22124573,28764685
6852396,6852396,23495261,10990443,17327086,22197062,28770976
6841383,6841383,23788317,10975750,18325253,22324819,28726881
6865563,6865563,23416055,11098409,17312848,22495885,30359938
6827875,6827875,23611370,10977767,17213569,22063911,28723805
6945019,6945019,23678265,10989887,17387611,22096219,28886998
6872099,6872099,23587646,11221146,17450404,23053708,29169136
6903853,6903853,23899134,10961873,17288389,22406507,29410790
6975372,6975372,23758304,11143709,17520438,22260282,28881476
6941282,6941282,23633688,11081737,17176976,22256036,28804847
6847642,6847642,23463805,10952830,17237021,22127631,29872446
6955855,6955855,23781865,12745678,19951339,24355011,31842726
7681486,7681486,25687621,12311777,20155727,24502746,32802865
8960480,8960480,25338955,13879952,18394680,22824294,29820360
7320186,7320186,24250179,11239001,18328451,23044765,30639616
7371396,7371396,23485942,11040362,17336493,22496906,28876134
7103333,7103333,23615564,11017886,17527846,22532927,29019847
6891389,6891389,23798050,10978849,17424282,22275800,29105233
7008526,7008526,23812467,11117959,17368301,22226722,28977594
8801316,8801316,23876009,11089694,17479984,22137538,28839312
6859048,6859048,23761467,11844101,18017261,22126813,28778295
6847589,6847589,23589993,10971028,17155175,22179614,28760877
6843153,6843153,23697529,10956363,17214127,22124485,28835122
6872088,6872088,24031635,13050193,17348717,22167897,28767760
6890442,6890442,23793472,10952117,17500117,22401990,29050379
6885197,6885197,23552767,11014781,17360424,22119246,28787383
6829286,6829286,23617515,10952467,17501136,22089359,28963938
6823203,6823203,23479784,10960156,17662153,22419281,28890119
6863658,6863658,23589290,11021008,17573183,22236607,30376201
6884356,6884356,23920798,10974411,17141640,22090068,28769136
6893117,6893117,23568243,10959987,17223206,22134330,28829236
6861310,6861310,23567538,11038905,17412933,22655803,29516380
6932529,6932529,23776982,11589982,19624204,26687825,33089251
9318202,9318202,29077514,14051277,21388072,26742563,29445473
6925096,6925096,23760742,10978965,17355550,23898895,28958632
6903429,6903429,23536664,11075828,17276714,22977206,29025717
6836169,6836169,23525721,11007149,17151494,22188822,29247900
7383389,7383389,23918816,10986232,17377956,22263547,28791424
6974483,6974483,23404546,11048076,17220401,22144705,28738460
6835808,6835808,23720880,10960150,17516009,22284754,29807183
6951897,6951897,23573849,10979908,17263563,22136132,29021397
6866777,6866777,24749876,11769608,17632979,22212134,28952671
6908956,6908956,23687304,11004329,17365115,22316287,29771867
6912194,6912194,23553652,11077051,17324672,22242351,28837311
7068868,7068868,24324965,11099890,17506085,22227606,28978275
6903177,6903177,23676670,10977205,17909416,22126752,28806767
6830987,6830987,23506559,11001338,17212346,22194544,28823376
6825514,6825514,23410764,10974575,17234514,22158696,28840180
6936978,6936978,23623951,11869643,17805866,22263564,28774415
6846577,6846577,23628906,10965210,17179478,22694272,28830219
6897547,6897547,23543747,11135532,17523920,22337856,29057860
6999405,6999405,23758926,11460635,17438095,22995193,29180628
6862403,6862403,23863738,11144057,17688179,23188764,29173975
6924154,6924154,23343660,11048970,17333311,22141673,30026030
6963256,6963256,23581029,10996685,17352730,22098438,28746928
6860317,6860317,23632259,10974740,17515993,22098583,28764558
6891365,6891365,23371518,10984421,17780671,22467767,30119896
6917123,6917123,23867659,11046284,17654059,22318672,29138222
7298821,7298821,24409996,11106207,17656873,22370840,29070048
6862600,6862600,23834089,11121456,17265730,22091536,28919574
6874561,6874561,23807211,11041360,17208956,22208816,28999292
8505863,8505863,23775066,11073428,17297499,22204635,28954551
6830499,6830499,23565869,11726228,17498445,22127233,28959772
6917175,6917175,23503201,11052059,17275561,22238565,28730339
6845386,6845386,23585957,10956156,17552468,22105670,28877132
6887010,6887010,24621630,11109111,17324615,22154276,28723229
6849121,6849121,23666668,10978028,17682048,23104528,29127415
6833053,6833053,23718344,11018037,17281701,22129296,28983674
6903588,6903588,23511407,11001362,17397216,22274465,28899336
6850020,6850020,23610310,11083858,18367741,22312600,28897689
6891331,6891331,23927207,11395728,17133452,22173125,29774347
6845947,6845947,23596123,11042901,17218254,22136282,28817548
6898192,6898192,23476711,10940876,17290895,22101599,28776321
6867805,6867805,23554271,11174471,17266908,23130428,30796956
7181420,7181420,24820393,11306150,18402075,23201364,30794712
8832650,8832650,24536361,11637862,18190400,24315805,30145199
6979739,6979739,24485783,11129738,17661821,22121577,28762380
6843978,6843978,23657518,11003158,17276185,22105378,29877281
