ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
72363337,72363337,281690509,165137193,200812859,272908204,361146842
71837040,71837040,284220410,168458011,199259827,272680031,360901275
72375465,72375465,279679214,167288804,198925976,273451766,359469549
72035553,72035553,279600849,167196384,201186814,273791658,358737295
74655604,74655604,281641456,165112835,200707102,270086006,361600342
72698626,72698626,282492499,165002839,201944105,270190587,360792325
71900406,71900406,283750734,165417921,201476758,269722911,361937700
71896397,71896397,281378286,165224475,198731313,272273458,360529867
71510265,71510265,283688025,165164786,199138667,272319002,360763520
72276135,72276135,279238796,167081878,201841611,270606956,358447158
72380423,72380423,280085837,166924848,199336688,272497013,358897783
74452325,74452325,280003305,165032243,202594256,270466481,360841433
72062635,72062635,281251839,165382192,201012724,270316627,359603190
72121076,72121076,282670711,165207604,201603200,269713310,359771477
71701485,71701485,280878854,165150986,198976134,274286941,360667183
72428697,72428697,281696675,165345376,199500900,271578361,361591509
73298058,73298058,282342398,167053406,200134081,271729278,359165616
71761633,71761633,280520818,167208085,201155459,272317461,358697089
74599594,74599594,280486081,165125762,202097184,269900106,362620935
85354580,85354580,300603895,165403208,202326643,270476715,369635153
71895030,71895030,282337519,164865417,202209530,269615494,360608176
71610688,71610688,282480002,165218709,203165755,270460970,363419219
71947164,71947164,280868379,165288062,198716082,272051887,362766789
72031842,72031842,280491998,165245295,199236439,272069532,358688990
73683767,73683767,281640360,167354209,199711003,272215525,358690645
72639856,72639856,281171569,167075923,198703776,270704836,358655123
73674994,73674994,280414029,165222417,202740787,269782656,360425885
71997349,71997349,284923104,164972756,201423424,270516944,361729762
71561026,71561026,282853275,165127883,201680052,269817400,361905816
71831247,71831247,281349447,165311056,198499423,272364427,360992384
71791089,71791089,283230586,165219729,198494143,273759246,360826970
72170088,72170088,280483218,167498476,199130960,273977228,358570768
72233554,72233554,279647717,167126552,199682902,272000075,359013439
72981802,72981802,281539296,165286214,201965993,270164876,360050751
71960845,71960845,282352896,165311926,202013354,270302427,360791478
71783679,71783679,282428900,165250288,201223490,270036620,363630805
72234554,72234554,281656961,164881124,200585927,272443137,359484595
72048047,72048047,281896807,165393655,200303717,271648646,360669498
71962616,71962616,281544436,165552987,200134164,272206612,358540000
71420143,71420143,281579859,166981335,200577634,272056386,358872005
73497060,73497060,281570372,165649747,203707039,269587204,360603217
71843329,71843329,281577441,165475394,200812478,270415395,361167574
71725739,71725739,281233479,164947407,202694632,270740857,360970765
72007133,72007133,282976474,165085612,199326549,272329824,359742492
71983413,71983413,282484306,165046428,200072474,271255667,360340158
71807418,71807418,282067223,169051007,199582815,270500934,358538597
72351685,72351685,281904392,167201170,201291011,270673038,359693674
73799968,73799968,279385741,165244721,200081661,270063327,360498087
71716056,71716056,280820687,165222812,201327440,270430342,359481168
71712622,71712622,280777815,164987737,201991449,270104792,360608074
71532466,71532466,282485671,165302691,198972011,272736089,360842478
71849236,71849236,281630700,165680524,200086647,272213237,360723050
72661886,72661886,279773575,167758532,199843758,269883015,359033324
71761514,71761514,280418898,166761451,198493509,270384729,359277123
73334045,73334045,280505191,165299485,203353745,270058321,360962433
72310911,72310911,280681506,165314270,202114970,270391519,360695008
71872752,71872752,281736039,165101401,200351950,269950425,360954019
71723131,71723131,284989870,165052066,199963219,273110806,359958743
72165751,72165751,282622605,165502660,199985715,275731582,360767589
71942770,71942770,282601746,167536452,198936868,285860310,361238275
72024860,72024860,279336691,167072866,198622132,272596549,361534320
74335189,74335189,280084026,165162591,202812144,270108802,360663189
71904051,71904051,282656120,165408520,200962664,270073133,360415301
72094193,72094193,283311457,165438903,203687521,269693158,375520083
71938629,71938629,283647468,165075387,201793134,270980541,361787556
72126772,72126772,281978676,165951761,200317832,273625277,360533256
71806321,71806321,280658327,166825699,199200597,272270510,359452253
71909462,71909462,285124913,167265083,199289971,272618050,358828000
73662800,73662800,280813704,167116635,201168267,270024257,360259076
72101577,72101577,282594698,165543185,201626911,270767012,360509824
72129715,72129715,281696722,165326216,202629557,270279453,359367385
72771623,72771623,280554594,164950377,201201187,270339688,361019684
72165573,72165573,283224383,165312492,199595363,272054907,360474410
72082891,72082891,279992429,166673357,200867430,272437859,359472399
71525009,71525009,280100360,166906234,198833210,270583237,358831489
72360745,72360745,281191159,166807019,199238798,274274051,360083600
71584157,71584157,281768316,165320653,202009634,270203576,360573787
72199664,72199664,282741983,165265275,202730365,269911775,360692392
72060061,72060061,281192184,165160944,200478866,270502534,360559698
72442764,72442764,282083809,165148788,198688856,272430953,361714577
71574098,71574098,281304530,166339026,199403536,271903174,359306443
71538568,71538568,279506526,167456595,199835660,274024055,358656629
72767641,72767641,279606616,166679766,200579140,270103336,360352699
71994363,71994363,283292105,165430898,201926604,271072095,360925520
71787616,71787616,282148809,165506505,202408561,269937670,360442725
71669819,71669819,282398644,165018607,201372342,270225156,360774513
71919947,71919947,283034070,165160618,200409041,272307112,360502169
72317746,72317746,280060281,166538478,200992368,270758023,359381501
71981201,71981201,281129276,180202616,210852103,285387162,362154335
71741877,71741877,280198083,169484736,200962763,273600518,359754623
74477902,74477902,282812700,166028602,199709200,271674696,362392744
71660480,71660480,280088565,166906964,199640125,271298787,360447434
72081014,72081014,282360885,166105609,200933090,271048263,359752312
74444721,74444721,280256446,165354674,202176328,272185209,361504826
71773123,71773123,284045476,165170844,201857742,272051396,361635553
71683191,71683191,281315163,166454535,200610404,272637818,359984223
71775564,71775564,283158930,166187258,199141361,273105410,360857822
74528932,74528932,278907890,165774948,198445316,271365336,361476397
71706174,71706174,283622468,168238977,200372916,271958501,359272341
71715792,71715792,280354135,166607951,199946745,270926315,361179139
74736441,74736441,280555759,165939523,201153359,271089827,361413271
71831284,71831284,282347791,164988491,200249074,272302568,360825472
72038004,72038004,281329891,165887655,200866821,270827012,360861495
71609420,71609420,279532897,167053400,202298297,270674717,359838389
73453715,73453715,278709440,167499000,200005639,271371827,360329022
71596411,71596411,281271737,167225360,201637192,272148014,360394688
72442877,72442877,280045804,166562188,201213716,271223512,359204337
73754304,73754304,281551730,166029102,201019713,271028572,359967308
72762133,72762133,282199321,164911629,205154919,271001360,361421665
72219012,72219012,280128899,166477604,201944855,271431452,361009789
71973281,71973281,281793390,166354895,200753435,272375274,360832030
72211813,72211813,282892454,167076171,198483507,271867734,360039537
72691164,72691164,280749981,165759054,200614972,271003711,360606668
71805949,71805949,280234282,166549388,199654709,270803701,359961275
72606106,72606106,281982483,166426798,200695277,271945355,360012246
73911060,73911060,280773703,165220043,201621462,272009481,360094164
71750213,71750213,282661216,165092855,200956377,270971807,361819579
71936641,71936641,282101091,165721127,201217769,272115812,359937783
71960383,71960383,279916593,165662108,199634019,271755604,359795940
73466709,73466709,279576688,165335956,200154574,271044497,362561851
71865793,71865793,280737883,166398187,199777539,271508593,361063039
72122319,72122319,282843182,165993736,203292189,271149427,360623509
75737586,75737586,281230213,165212101,199322040,272148827,362095356
71830468,71830468,283697169,165412973,200617491,271019664,361527006
72129087,72129087,281387528,167376688,200593633,270833645,360187813
72241367,72241367,281418793,166334903,200332443,272767802,359614030
74585299,74585299,284145327,165088842,201771438,271022888,362173872
71744980,71744980,283182701,166380455,201064359,271231919,362299572
71736694,71736694,282315359,166054611,205344327,271108172,360747219
72010796,72010796,280552600,166219604,201543281,273103874,361000335
74355479,74355479,281142234,165164017,200346230,274136393,362295159
71820192,71820192,279992977,166307034,202550496,272093260,359858103
71763307,71763307,281847022,166987149,200737876,273129084,360437846
74873576,74873576,280732443,166806386,201906164,271712584,361381552
72125101,72125101,282699447,165303105,203043955,271325069,361225635
72169073,72169073,281879652,167954590,201883546,270923190,362649688
71995647,71995647,281489173,166521379,200871405,271237989,360692608
74154482,74154482,282884696,166408897,201446783,272275737,362085306
71753765,71753765,282597239,165388258,199887050,271870651,362213907
83961196,83961196,296055786,166667836,201158002,272094897,365626190
72207024,72207024,285308002,166888197,199782808,271765161,359936768
73747472,73747472,281784840,166340210,198692943,271786149,362768328
71756778,71756778,283747978,165742654,201259357,271298547,362275050
72029317,72029317,280865670,168754977,201716589,271345534,362756686
72426457,72426457,284220665,166319801,202235706,273432451,360779338
73901193,73901193,282387304,166448400,199122247,273257546,360960348
74043709,74043709,280797264,165536188,201669745,272518517,361890622
72528985,72528985,281771588,167455538,207036068,282215635,359869426
71639250,71639250,282451718,167303984,200841698,272549861,359821119
73397110,73397110,282121885,165398868,200370651,271440400,365738662
71632834,71632834,282662965,165111834,201240605,270935955,364658204
76094775,76094775,281930863,168724575,202224739,279512594,370264009
72222558,72222558,280742044,166277351,201334337,271565192,359655766
72141689,72141689,279684456,166541432,199611733,273691438,361111621
74949521,74949521,282525167,165113769,201902823,270924426,362034588
71582415,71582415,281081918,166944008,201670998,272734058,375172070
71806820,71806820,279959977,167362855,200781622,271779032,360177469
74478725,74478725,280329219,165251058,199545893,271597719,363284923
71645277,71645277,283719609,165200697,201832850,272880877,361199035
71598449,71598449,282641020,168368327,201030240,271436323,364082448
72025901,72025901,280672066,166226215,200980154,273565159,359312421
74680955,74680955,282384803,166390826,199766688,273085423,360814802
73958933,73958933,280330749,165957354,200418681,273123179,360474329
71689795,71689795,280931323,167300851,200285060,272291236,360469994
73316163,73316163,282055380,166977988,202654640,270530779,360352488
72112675,72112675,284047596,165241039,203097213,271639579,361084022
71548824,71548824,283429367,165364318,201552303,274371280,362874968
71800283,71800283,293803651,179720157,199668479,271113685,361158357
72702508,72702508,282309770,171228461,214056515,271447469,362490048
72968816,72968816,284537107,166509774,200124159,273410342,361127771
73335695,73335695,283007649,165997501,200703864,272042767,361285261
72021862,72021862,281577906,166190452,203038690,272048440,360586630
73179019,73179019,283091196,167261903,200408389,270108463,359957215
73171185,73171185,282145621,165076243,202422284,272318474,362161997
71934212,71934212,282568751,165076911,201243517,271360478,360647781
71899470,71899470,282919158,170443625,203186725,271049851,360823887
71545216,71545216,283969426,166271989,199870087,275300655,372329242
72815098,72815098,283512885,166423785,198261100,272291953,359222331
74833242,74833242,279384470,166635705,200857914,272177578,360674808
72092976,72092976,283194061,167091148,200661133,270480334,359795786
74362131,74362131,281211835,165618170,202350800,270656304,361932502
72135131,72135131,280561948,165289598,202237783,270705483,361845777
72609843,72609843,281719229,165497929,200011381,271557718,363827466
71817626,71817626,284257848,166873765,200227141,271597121,360359516
71856016,71856016,281600198,166309461,202393061,274179498,362297255
73998153,73998153,281061454,165785293,199705407,271219702,360395104
72000597,72000597,281648630,166083967,200717555,272777806,360770719
74285494,74285494,281857428,165955602,201189570,270613164,360475864
71999788,71999788,281530051,165358193,202554191,270546970,360251791
72172611,72172611,284173462,165590364,204042639,271127204,362360634
71793190,71793190,282774167,166337413,202559334,271763942,361671644
71662862,71662862,280129251,166688165,199760305,272113257,360685621
72872724,72872724,282247934,166791640,200272994,272753808,360665288
74308590,74308590,280057391,167226891,201165780,271652493,360914951
72021624,72021624,281239546,167125213,200966647,272301516,360570894
72129624,72129624,281355188,165153341,202680835,270496306,360451309
73283950,73283950,284456823,164931376,203603130,271865306,362377071
72392041,72392041,281690845,165421536,203077297,271424705,361762508
72228601,72228601,284009469,168083178,199582568,273710707,361378356
71919722,71919722,283750201,166727532,199530375,272013072,360658350
74065759,74065759,280055911,167388218,198940977,271802036,360871016
72497133,72497133,282408362,166957907,200786052,271920339,360064062
74098570,74098570,283085153,167027408,201425954,270378315,360062530
71421472,71421472,282340671,166958603,202331709,270673336,362144243
72237536,72237536,282255970,165087613,201367570,271632607,362481136
71706311,71706311,283589790,165477378,202588595,271188832,361897527
72566307,72566307,280046268,166687238,200180446,273276522,360765972
72380690,72380690,280842826,167135216,199422434,274046454,360848471
73951484,73951484,280857773,166996313,202995880,271092559,360274002
72645393,72645393,279575487,167447780,200082957,271362951,360806640
73905704,73905704,280349382,165172062,203154958,270737684,361657617
71794727,71794727,285668893,165422462,202210497,270869996,362457090
72517673,72517673,284207485,164879329,199794141,271791293,360784686
72046462,72046462,280970375,168467709,200549770,273780079,361076802
72511275,72511275,282221747,171232082,215206145,274711106,360841182
71808825,71808825,280250233,167683209,200077411,273438676,359618091
74825638,74825638,280712342,166877897,200967531,270933221,360309748
73965917,73965917,281073374,167240201,201891989,271102372,361036989
72015418,72015418,283271702,165185924,203411864,269824945,363687344
72513596,72513596,283241465,165155210,202347839,271891071,362613295
72013155,72013155,283489450,165423830,201066606,271795407,362198993
71696634,71696634,282225997,168302476,199079803,274361285,362284194
72270927,72270927,281752935,167958376,200009023,273236205,360870802
74528839,74528839,281431775,166754619,201515211,273297526,359134476
72332151,72332151,281086374,167440618,200807844,273894910,360343965
74482722,74482722,281936613,165371270,200719274,269979745,360721266
72031453,72031453,283001850,165187749,204182742,270615160,362130262
72450696,72450696,284732664,165154530,201359496,271965939,361651335
71973802,71973802,285498467,165170037,200921417,272660148,361004047
72358882,72358882,283158436,166288083,198844165,272893845,360785274
72161529,72161529,280909398,167505677,200627017,273221357,359449987
79059618,79059618,280912160,166470371,200490325,271915098,360087673
73556048,73556048,280866943,167286995,203116667,271349721,360222355
73447235,73447235,280219880,165195133,202388274,270276951,362300664
71675107,71675107,284253977,165257941,202436207,274150153,362619767
71958947,71958947,284264377,165319902,201760770,271327087,362265009
71759675,71759675,284162137,165628808,199546430,273027689,361918705
72039508,72039508,280281096,166234196,200942747,273420192,362953659
72544488,72544488,279300514,168471673,202164893,273807787,358575680
75743316,75743316,280155718,166893035,200478054,272028699,360150836
74337634,74337634,279818044,165075417,203627453,270190233,361574077
72297046,72297046,284789960,165008332,203665015,270430406,362394742
72139585,72139585,284139211,165091813,202385680,271983628,363334418
71451138,71451138,284574263,165186170,200225195,271958977,361644684
71892848,71892848,282030514,168421154,202847601,273187171,363813501
71967590,71967590,280136841,167688524,199712587,273173113,359879994
73333838,73333838,282989280,168883267,200111688,273509918,359152246
74917059,74917059,280316221,167098548,201070597,271032627,360262866
73224253,73224253,280668926,165070062,205426591,270417999,362582357
71380047,71380047,284268072,164778303,204220357,270314606,361678788
71940301,71940301,280915231,165741719,200593962,271021968,361046325
71911745,71911745,282409933,165256115,198544828,272453761,364251655
72451451,72451451,284027669,167949853,198730137,272847870,358824322
72265450,72265450,279496474,168585467,199980448,271978905,358856273
74573016,74573016,280466263,167098903,200034273,272474093,360277773
73635970,73635970,280271240,165341290,202328427,269836583,361201318
72361775,72361775,282296399,165388182,202668078,270096222,363779207
72099179,72099179,280692731,168977747,203299977,270765834,362358521
72137780,72137780,284920651,165055520,199146969,273053773,361901181
71864925,71864925,281231817,166211630,198865648,271708201,362309203
81947149,81947149,290278966,166930757,204472764,273491374,366556485
72894555,72894555,282254401,168277854,198773955,272101538,358882379
75494304,75494304,281194039,166164633,200743114,272511288,359913694
72810875,72810875,281928344,165193675,203874620,270307803,361671793
72206940,72206940,283553972,165085857,202112333,270760018,361018760
71814314,71814314,281112299,165311099,202624262,270856950,360424066
71498672,71498672,283515706,165397085,199303034,272095021,363248762
72102666,72102666,281360736,167173365,199762428,273793455,362131852
71884625,71884625,280476946,166856403,199872284,276040392,372733048
72327200,72327200,282012296,168549945,199560123,272084561,358718987
76398441,76398441,280019777,165841115,202074688,270411436,361532363
72520861,72520861,281365169,165224677,203095894,269577483,360669898
72330463,72330463,284508376,165138307,204787091,270262475,374987033
76300564,76300564,282621183,165119724,203486301,270244194,361805303
72515855,72515855,282489376,165165180,198963434,273912585,361202687
71706440,71706440,281244080,165806358,199462582,272128847,362286364
72263872,72263872,279805639,168324142,200753009,273272547,358521072
72622422,72622422,279855251,168273537,199579199,274397944,358537805
75637798,75637798,279588668,165133272,202561907,270209763,360851004
71726418,71726418,284735209,165336794,202829304,270495507,361788689
71955646,71955646,282707623,165718231,201974695,269965790,360420930
72599000,72599000,282732565,165237278,199785034,273028106,360877490
72329976,72329976,281876923,165145233,200559395,271858661,360494361
71778375,71778375,279664819,166976060,199196289,271793174,358863867
71467465,71467465,281939643,167338354,201521514,271892420,358636382
76315910,76315910,279262667,166093943,201126638,269779666,360695897
72155131,72155131,282975853,165329934,201899092,270108042,360580855
72410253,72410253,281682596,165013808,201961180,270757498,360436230
72646057,72646057,281157700,165443734,199636227,271796245,359972850
71575034,71575034,281800221,165457545,199824396,271609278,360297588
71825692,71825692,279635163,168520229,199451466,272073811,358739844
71968811,71968811,281880343,166886375,199668272,271257248,358404651
75573900,75573900,278382901,165587302,199956437,270606967,361645432
71553770,71553770,282389500,165312944,200947270,270274099,360288094
71579756,71579756,283729093,165150184,201337632,269588094,360603094
73940865,73940865,280887257,165125757,199686115,271309736,359771229
72302343,72302343,281983888,165374693,199938163,272028649,359837538
71935647,71935647,280818406,168359659,199978498,270804883,358913554
71959638,71959638,278744030,166567219,199544664,272505197,358644165
75992598,75992598,280747077,166227057,199470729,269991486,360851340
71564661,71564661,281855741,165100926,202340499,270490225,361166255
71545484,71545484,282121922,165353291,202117687,270765900,361117885
71428324,71428324,283535913,165394012,200783091,271327373,360385194
72333178,72333178,280599066,165199238,198904544,271718785,360967456
72590535,72590535,280861580,168895064,200214615,272256997,360152702
71432450,71432450,279390573,167397893,199936109,271760973,358382847
76525890,76525890,280533248,167039077,214012171,274957069,358833956
74840854,74840854,280057246,165064111,202132311,270123884,359993546
72048699,72048699,284520216,165107585,201716675,270108672,361091186
71643663,71643663,282174544,165300556,200913915,270179272,360339950
71562544,71562544,282307782,166012052,199677434,271639927,361233728
71588260,71588260,280121257,165253079,200654229,272634419,360571883
71609006,71609006,281842687,168114002,199886109,273732132,358757239
72133224,72133224,281480248,168878411,203287799,273168918,358537342
77209671,77209671,280573279,165380589,200727013,269896028,361876526
71505064,71505064,282579842,165393724,202135521,272128478,362450385
71467811,71467811,283282753,165955438,201363175,270302574,361350813
72378901,72378901,282398678,165291242,202938892,272583100,360690511
72423657,72423657,281868337,168769905,200227031,273226028,362725444
71719667,71719667,280487740,167232611,199731629,272123358,359634953
71900634,71900634,281177734,168279009,198646336,275263214,361861128
74688885,74688885,280938952,166690096,204597636,270869166,360351307
73650493,73650493,280009364,164973980,202188441,270117464,362992396
71467196,71467196,282074921,165363739,204832355,270721460,361805728
72688166,72688166,286891774,165316448,200911457,270294938,360022520
72022227,72022227,284109778,165078114,199652331,273298537,365834095
71972353,71972353,279727075,166197371,199650740,273223071,360158501
72350278,72350278,279120226,178245455,208466586,273151554,362376449
71897593,71897593,280295307,167534407,199159124,273061255,358417044
75193490,75193490,281042402,166087430,202947388,271371887,360800521
74065300,74065300,285497316,165091535,202050726,270150065,363930327
71949417,71949417,283080762,165064050,204372990,269801676,364140571
71474370,71474370,282259109,164962404,202084400,272217855,360717791
71855410,71855410,280958847,164956034,199193941,273237863,362114834
71697187,71697187,281178528,165930031,199884353,274900885,359962663
75639206,75639206,281463716,169039069,199951388,272836170,359090698
76225158,76225158,279011038,167258029,200838236,271355584,360841683
74419625,74419625,281198695,166391468,202987228,270299647,362433804
72006071,72006071,282731696,165098208,203427105,269964944,362321363
72068567,72068567,283807931,165121515,202558370,270829522,363354464
71707633,71707633,284490729,165210916,200736876,272466382,361716363
74640069,74640069,284033260,165500276,199826857,273913501,364278504
71685947,71685947,282409717,166264180,200786758,271405112,361733985
72696778,72696778,280780657,168368827,200140779,273082216,359661419
74177200,74177200,282349261,166098876,202739655,271379857,360631663
74380846,74380846,281544576,164934036,202702325,270055017,362717961
71864410,71864410,283207437,165272492,202401799,270135297,364562364
71958329,71958329,283544068,165321206,200804001,272259132,362005027
71792028,71792028,284302565,165227513,202240202,272488766,361859122
71974683,71974683,281156637,166777664,199577253,272968320,360148053
71702731,71702731,281794968,169825878,200933673,275044700,360769813
74415078,74415078,281392124,168214629,201147891,271792623,360756462
72125989,72125989,283978749,166621921,203231936,271454387,362680708
74287207,74287207,282331341,165189314,202796481,269997703,361732407
71898216,71898216,285944370,165230166,203624060,270005315,361763851
72215557,72215557,284407531,165045955,201001877,271916686,361667297
71649722,71649722,281931776,165456741,199306777,277277604,361993754
72134829,72134829,280073383,167347340,201670969,274117983,359848796
71747169,71747169,280788149,170742538,200160566,271954931,359033121
73851618,73851618,281334117,166128150,201240125,271391635,362761891
74714749,74714749,282442324,166372697,200898060,271026249,361233930
73365640,73365640,286727704,165499883,202725540,270546898,362146196
71746537,71746537,284294667,164921917,202802309,270488343,362044981
72135252,72135252,284314023,165312393,201348388,270467527,362889062
71685489,71685489,280507963,166372540,198894617,273237778,360815903
72407230,72407230,280895440,166907532,202535110,273218594,359910166
72230834,72230834,280729413,168243659,199511014,271928986,359587129
72931970,72931970,280783754,166442978,202931992,271769197,361123844
75172678,75172678,282381146,165445131,200139955,269469017,361900599
71960578,71960578,282624118,165196974,203841797,270493839,362625476
71508529,71508529,282801101,165497826,200729751,272587047,361901544
71844969,71844969,283637804,165116445,200065434,272864519,360795253
71951357,71951357,279756655,167473319,199636006,273097569,360242605
71857565,71857565,280153355,169331846,201740393,273059724,362302534
74842146,74842146,280299330,166351137,203740312,271747131,360797903
72434249,72434249,282359228,174444602,202218605,271900387,364137074
75301338,75301338,287300096,181434382,207901081,270667963,362054841
71757583,71757583,282280315,165189950,212014726,278746673,365140358
71925615,71925615,286268111,165170808,200955032,270805390,360092584
71642623,71642623,283610423,165765253,201669901,271732015,359898391
93632070,93632070,294821481,165627688,200329328,273185855,367663661
71941057,71941057,283155768,167183819,199499785,273432589,360086114
72759175,72759175,282895529,167318806,198346570,273334480,360059118
72808757,72808757,280054680,166367807,201378401,271479953,360543498
72242777,72242777,282317091,166438564,202840518,271254732,363034790
75893961,75893961,284797615,165088062,202110882,270030842,362042881
72383664,72383664,282168187,165217389,205423952,272001902,361712103
72295875,72295875,285192356,165494025,201510195,271224310,361907163
71854714,71854714,281537989,166298603,200736030,272594300,360685292
71781356,71781356,281547789,167447651,200855297,273112683,360223559
73475991,73475991,279758278,170784044,201100108,272391098,359596325
72624433,72624433,280044922,166200391,202559841,271752428,361817465
72880349,72880349,281490396,166416868,202950318,271100461,360493402
74274491,74274491,280647602,165320886,203402622,271698295,362402345
