ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
2051442,25385281,10695245,17721355,22012847,27230180
1945455,24703674,11370057,18922803,23611787,29083812
1985275,25466214,11370145,18891408,23445916,27809106
1814448,23393493,10581669,17638528,22657881,27108071
1804755,23634613,10988445,17796697,22266764,27303728
1943756,23613076,10764572,17921159,22456556,27353599
1950866,24005065,11055702,17785879,22627130,27202308
1901530,23790618,10738305,18178404,22298843,27322569
1886352,23934013,10756446,18159320,22392424,27298536
1887344,23846462,11769212,17973352,22629597,27456081
1864374,23713173,11122358,18954488,23789704,27242682
1826416,23639580,10611850,17519191,21867559,26537631
1857717,23337491,10499439,17482511,21824356,26523059
1783308,23341795,10476740,17492301,21952888,26552229
1786021,23165979,10625026,17530811,21916358,26890874
1826604,23211459,10534531,17554978,21930445,27116944
1821007,23313049,10490604,17604271,21766010,26485319
1786172,23261697,10554343,17440005,21828852,26498352
1808075,23228791,10478903,17471881,21900969,26652644
1802068,23283681,10469666,17479702,21840306,26484623
1850440,23290880,10459536,17862871,21992080,26589897
1828979,23281647,10495769,17440389,21776350,26495870
1793920,23313862,10542384,17498432,21784456,26561696
1790608,23210630,10736391,18265677,22477600,27424742
3311292,23822711,10751202,17837615,22459735,27344316
1833413,23907727,10636233,18106541,22384723,27299929
1829915,23774786,10851168,17928547,22338897,27229363
3340469,23556290,10791065,17961786,22394447,27319944
1866914,23782249,10644331,17926329,22470847,27123181
1854070,23910955,10765036,17983433,22337933,27003215
1844234,23205722,10471318,17358300,21865405,26476985
1995324,23634598,10563269,17587494,21771661,26903511
1847799,23128664,10462359,17421057,21795387,26498959
1787615,23045484,10534383,17497077,21911823,26702521
1860531,23456512,10616833,17421358,22492081,26757790
1813013,23363468,10483091,17724483,21848682,26536597
1784460,23367755,10493358,17488479,21908919,26734887
1819856,23380736,10492639,17856536,21962080,26600458
1784334,23427491,10854063,17786460,22003096,26561229
1841832,23409273,10505555,17459198,22233722,26816686
1844837,23293486,10463044,17552254,21848510,26848530
1847187,23627825,10573196,17462176,21942656,26547998
1808308,23455240,10747809,17980184,22576113,27491871
1947019,23911379,10752026,17932393,22551814,27525436
1889872,23919243,10740002,17895871,22393448,27352904
1832712,23739276,11037400,17797599,22418750,27474454
2954028,24029211,10723223,17852248,22700839,27311015
1856877,23956715,10722419,17843167,22541581,27667813
1857965,23974809,10738263,17846752,22273080,27040008
1807807,23080233,10489056,17489236,22006102,26631239
1788009,23191830,10478109,17687142,22142937,26623323
1837649,23106827,10522848,17580214,21837202,26479223
1780659,23196473,10498272,17574139,21874236,26495660
1810077,23217704,10561146,17444120,21798114,26462137
1788263,23632572,10515413,18747102,23780305,28938968
1818036,23384523,10596988,17686317,22079103,26830780
1805502,23319052,10815439,17440539,21843116,26732437
1807513,23437217,10471731,17452768,21872033,26683337
1790495,23800679,11482573,19143160,23907669,29299071
1951779,23911694,10582364,17601083,21943006,26679678
1784996,23396429,10496923,18145413,21982873,26670074
1879616,23828640,11122369,18090556,22536704,27240426
2217495,23908448,10699947,17901867,22468196,27433917
1827227,24009154,10662039,17883164,22426278,27320865
1822929,23661204,10860273,17924767,22345084,27246660
2079027,23873316,10802478,18154933,22253240,27437173
1981150,23878437,10704611,17974283,22404604,27389911
1872789,24405528,10836379,17673354,21933018,26741589
1812437,23952938,10554208,17604210,22031059,26648741
1779290,23567173,10524542,17469914,21956196,26712717
2039549,23421540,10604671,17456003,22083759,26721874
1807100,23285850,10524196,17499460,21759816,26496168
1792904,23273988,10453938,17433744,21834021,26630217
1797147,23384212,10486973,17637515,21931214,27349321
1835618,23228314,10511171,17355200,21865440,26467167
