ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
7526,12272,9618,11768,11383,32151
7784,12755,9723,10825,11563,32384
7989,12593,16997,17181,9950,27562
6506,10779,8782,10430,9903,27385
6491,11078,8772,10028,34811,27628
6861,10806,8768,10493,11459,28925
7601,10985,9266,10945,10991,31668
7237,11280,9325,12602,11623,31259
7053,12407,9578,9687,12821,31385
7479,12727,9614,10093,11468,31857
7051,11483,10123,10903,11109,29803
6841,11567,9683,9543,10583,37893
6077,10430,7250,9868,9441,25485
6172,9801,7467,9661,9815,25448
6141,9792,7725,8436,9441,25575
6106,9715,8044,9757,9212,25328
6051,9652,8043,8282,9089,25322
6050,9902,8090,8467,9733,26041
6208,10095,8235,9074,9677,25618
6025,10381,8044,8985,8974,25508
6169,10361,8311,8791,9275,25095
6001,10075,7689,8664,8814,24799
5936,10062,8041,9475,9626,25739
6008,9918,7747,10442,9658,25640
6014,10074,8398,8444,8908,24909
6061,9606,7280,8424,9774,25847
6211,9913,7973,8795,9906,25928
5843,9750,8054,10657,8382,24454
5866,10311,8284,8203,9156,25108
6039,9889,7828,8807,9513,25765
6119,10318,8069,8581,9342,25348
5805,10091,8137,8902,9526,25401
6067,10036,8184,9956,8900,25073
6246,9956,8244,9645,9747,26017
6028,10161,7965,8609,9180,25727
5926,9980,7961,8361,9629,25481
5753,10069,8146,8504,8978,25536
6015,10207,8345,9337,9031,25176
6033,10384,7796,9151,9119,25391
5957,10042,7569,8671,9202,25323
6023,23307,8669,19073,9358,25454
5963,10079,7990,8261,9094,25087
6187,10200,7783,8401,9249,25147
6027,9821,7902,9344,9597,25990
6028,10231,8024,8632,9270,25289
5936,9778,8064,8150,8802,24745
6023,10036,7713,8577,9441,25662
5802,10347,8428,8837,9375,25017
6197,9636,7832,8997,9392,25542
6039,9890,7851,8996,9544,25504
5953,9889,7223,8856,9852,25766
6264,10435,8242,9325,9095,25468
5880,10035,8096,8682,9257,25406
5948,10144,8208,9682,9833,26015
6184,10032,7740,8156,9068,25430
6061,10113,7995,8615,9577,25459
5951,9646,8008,9045,8842,25103
5974,9840,7658,9003,9553,26059
6090,10371,7950,9703,8935,25081
6126,9880,7510,8282,8788,35129
7049,10890,8223,19618,9601,25651
5946,9979,8274,8779,9208,25626
5876,10338,8141,8593,9477,25622
6033,9759,7559,10100,8808,24906
5870,9824,7950,8839,9187,25589
6202,10450,8447,8530,9368,25677
5909,9552,7911,8410,9205,25475
6125,10340,7965,9141,8880,24921
6002,10420,8603,9551,9097,25101
6835,10785,8145,19829,9207,25410
6140,9892,8035,8611,9197,25318
5891,10104,7384,8115,9464,25734
6101,10398,8080,8097,9349,25632
6079,10072,8147,9484,9220,25300
6041,10187,8528,8380,9359,25056
5980,9781,8122,8536,9519,25415
6046,9891,7719,10443,9125,24715
6128,9781,8237,8714,9497,25585
6102,10166,8567,8421,9489,41841
6601,11159,8938,9133,10282,28025
6382,10671,8500,9532,9960,26809
6476,10535,9239,10495,9888,27333
6572,10918,8828,30647,10431,28145
6664,10670,8427,9723,9492,26748
6517,10803,8350,9609,10047,43116
6701,10808,8547,9111,10449,40383
6627,10724,8794,22533,10473,27734
6620,11168,9102,9386,22172,26976
6710,10920,8286,10039,9695,27133
6721,23777,9283,9673,10566,39532
7609,12399,10074,12075,12214,55031
7729,12599,9747,10807,11572,34493
7627,13185,10042,12037,11969,32690
7410,12277,10127,12433,11940,31807
7629,12779,10140,10840,11157,31671
7549,12315,9734,13067,12241,32327
7508,12902,9921,10577,11700,32380
7242,12562,10477,11700,12052,55062
7612,11802,9890,11334,11871,33823
7497,13329,10486,11091,13177,34296
7914,12092,9532,11851,12055,32977
7829,12713,10198,12488,11802,31901
7470,12737,10763,11483,11523,32061
7428,13100,10189,10955,12229,33494
7564,12194,9102,11297,11109,51247
17273,11045,8607,10141,10204,28367
6489,10468,8282,10745,10542,28666
6464,10930,9018,10273,10497,28991
6502,18239,8767,9763,10870,29305
6455,10912,8291,10155,10189,28678
35136,13205,9862,22438,10341,28251
6605,10678,8452,10134,10156,27940
6592,10248,7767,9939,9825,28083
6660,10759,8414,41669,11704,40653
6737,10876,8682,20386,9018,25350
6171,9584,7708,9156,9372,25912
6058,10413,8140,8270,9354,25485
6216,9954,7912,9550,9158,25358
5939,9744,8069,8624,8906,25199
5862,10177,8342,9589,8785,25244
