ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
12318864,290030996,151190607,187345880,336131717,454486994
13837147,317780227,170751334,197397843,346079725,462372147
14548701,337619317,172448970,205390509,288736509,382018359
12311219,315185890,183431121,267300435,439763418,378161985
10945380,280410315,148056594,182316453,290744153,372163763
10948101,279333743,147383574,181546753,278844753,361276275
12167441,291947361,151208453,187366124,276681312,410189425
10936967,294514331,145694177,182754372,291897683,383140899
11106866,281758320,146017943,180056285,279476705,362361910
11027190,295864083,159670570,191934157,283489191,358713405
10937048,285017567,151121253,189130761,292426036,395778410
12794256,298107541,151121391,186815710,293991090,365021477
11040734,311872084,155635690,192053918,283578060,367109266
11057978,280228155,149750275,180741913,298930894,394083756
13037978,293893033,146859330,183207416,277694241,376426247
11606613,395109343,172263296,191613938,276117410,369315804
10938422,278975985,145698152,189292746,342949651,426590892
16513534,296645401,146328496,247162925,284488902,395932953
11037711,282540835,149872912,208972293,322497293,427065516
11017115,281153885,150978522,180494731,303563203,394439844
11934453,319571008,154659362,186156806,283481115,388139318
13338899,319326432,157332111,198651808,276029500,372516764
11033093,297413894,159005517,195145938,307116290,359065363
10935291,283755605,145740021,183257424,308455087,390034910
10967120,295330840,145830650,179767589,277854081,360098376
11088508,287376983,158107281,196744975,306524301,367308372
11438993,282192087,146229442,201952288,281385305,380612337
12087613,299091128,150950615,188062024,286558339,373950232
10947173,291289328,158228769,198563443,318116096,376230307
11164279,303325062,151255773,193812053,301498882,405352964
12476590,285325311,154068059,180175769,299489800,368714674
11017831,314109965,169572351,267413340,280420887,397866112
10944791,280661243,145843286,180614913,310169276,414544094
10996711,281559871,148712754,180321412,330193000,523405560
11882477,293314455,151183276,181562684,279601646,362250262
10982865,283197326,149362736,184422678,286242128,367150620
10959646,280206034,148472391,180803199,278033605,366125427
11067128,285095254,152258354,181454081,281791653,362869446
10988170,281465904,149147708,182046659,281669308,370098619
11286239,289028235,147795830,181110931,278293935,365489500
11013848,286082335,150305271,206858787,287017347,362372014
10964210,278220594,146931196,180548826,279407879,365965979
11167556,279975496,146525037,181352496,277024139,365724645
10969615,282840631,150659412,182670621,277495021,359544587
11011545,279326171,148266804,179941411,278599532,365249872
11044968,280510710,146104744,179689883,276148294,360795581
10962577,281317611,150733263,180857495,282919558,360761643
10968435,281442238,158977631,181973594,283574160,377256671
12239489,298676291,157304617,182046063,284017324,362374450
11003406,283735832,153061202,186167919,285426481,359770379
11008478,278635034,151495807,181420731,287835964,373037856
12767497,280538879,147562324,180394333,285413564,366413956
10981245,280239495,153812486,188738945,286346345,360952394
10991147,281646015,149841297,184465441,276344989,369907681
11405081,296688866,150198595,181411317,276237465,359544566
10995815,280608599,148909697,194665743,303982075,374598717
10992727,307591037,151543305,188059609,276685855,395926886
12799048,312989575,156082543,181632016,283438694,365611454
11056541,283731710,155568447,198535914,302404993,370351418
11006038,281925084,148372285,180227448,280682826,385898577
11377174,306045781,155321274,194818674,289475648,361632174
10933927,281239964,158543004,198622878,303864244,414857829
10941828,290961541,147823695,188748905,315822850,392907582
11340353,300354332,147254343,182607033,278749115,358402763
10933864,283183857,162582076,196018752,302089720,360382768
11055593,281980489,145956479,184309312,277640509,391848407
12949604,297927784,145947235,181215548,277653753,360651728
10938846,283241486,161394599,197570606,301859590,359419582
11045487,280171778,145607256,185205504,278514672,390184618
12950855,303864188,146243835,182680865,277129773,361693196
10986607,281179435,163012105,196802500,302904951,365997976
10997408,280847354,149447967,180886527,278452823,391302527
13464235,308963574,148070768,181827483,277626468,360840247
10934998,280520827,155837680,191010382,297152224,366266118
10998861,285932603,147127452,182301201,277281410,377269083
12207389,346778267,151130762,187466602,277859643,359306586
11073853,287066733,161762642,206052703,310400053,366118698
10955558,280997853,145761970,179449467,277510773,472461288
13041530,305749753,146733515,179949835,277862863,360817234
10992572,285283555,165782243,201209339,310358279,358880786
10989920,278492667,146929319,183193515,276276144,400131390
12892411,305441844,146480503,181265051,275996847,361487871
11008734,285487775,166262339,202652237,310940656,363438512
10946082,278380436,147692747,180664365,277512904,398956378
13169221,309036930,149363372,181468065,276733865,361819645
10931344,285753374,164827602,204167457,309958495,362113179
11000269,280353892,149826311,179455683,304084772,403199684
13373241,307252254,145761345,179422158,278606150,358407436
11008154,284695161,165974521,225049704,309816643,359753376
11120818,283421497,145825409,179988048,275751641,401915549
11566340,291553314,147800934,181255770,280361014,360989987
10990845,279968916,148401234,191646423,289049082,365930568
10990710,283505010,145780055,182701492,281095488,363319667
11679522,283511407,151000808,182981535,277236935,360653985
11465268,282781113,148909733,183993208,316073016,364059184
11116570,280315098,148253510,184132849,280171114,366351814
11040437,296597805,159079006,181668275,278821250,363942702
10997260,283793218,153325346,203874413,312135718,376995013
10937182,278970113,147724714,179534002,278216703,387225278
11779762,294289704,158723798,181845221,328849867,367349072
11529232,281369482,161623303,227285506,309895382,366535553
10987171,282194437,145962603,180143528,277559093,412106574
11778364,313852728,158627965,181043594,277651345,411049908
11194197,287025629,167120084,216018972,328378911,361017593
10991527,278109552,147671384,179043768,280778674,408395970
13073962,301126678,145737565,181926982,276138387,361102417
11021193,307799290,171395638,202306527,314027503,358984137
10973586,281208842,147476618,180495789,278707650,368011528
11155863,283486644,148313116,180786720,284406346,361570768
10934619,283088596,149276944,185602809,281050832,361828839
11068774,284114826,145883005,180860865,278260822,371719303
11684762,284205392,149514830,182014229,277998879,360451631
10937994,285228613,149332435,185863931,279774171,364324843
10979992,282753662,145813427,182833745,281599846,363088060
11155735,283008689,151338004,183900569,279608279,359888764
11000365,284105865,146440006,181394059,279330683,377329367
11150038,284516658,146358147,179657441,277318860,361035609
11171911,283133479,150862440,182681521,276869306,360429228
11674612,282795284,146548332,178799885,278615965,364003044
11330211,281682267,145895185,181082393,277456869,363826622
11119390,279935207,148338069,183109473,279268714,361468174
11017176,281909117,146467221,180742643,283218993,370863025
12202738,283805185,145964123,182279052,277079395,361200836
10938016,278688874,146395693,179482667,277817205,358984577
10933672,280443927,146387677,179030680,275803286,360081183
11061337,280351449,145693746,179047613,275808280,359778034
10935170,280979824,145649794,183682893,276546320,358672855
10936494,287924170,151647716,181293140,277345629,359405955
10933844,279400513,145977926,181490529,296424004,377287540
10973091,285399115,146247539,182670931,297173597,372503152
11043695,295838624,146149493,179098149,276150281,363278604
11047089,285657842,146108515,186071535,278466033,372608466
10943051,280304510,146778598,179523542,281029376,359857918
11046745,280671286,146394733,178674504,276139688,360945469
10987284,288395202,145752108,182089438,277798290,360011670
10969347,279412145,145672257,183803342,276739825,358676285
10967533,282682921,145977802,179471786,276123525,359778404
10931609,277548001,146240728,181329491,276764048,388310596
11058317,282504182,147049784,180510222,277532651,382527962
10999458,279793850,146280102,179717745,275908519,360816008
10927810,279648575,145725406,183045499,276083376,361970545
10928482,279989125,153129822,181715870,276534026,358822037
10935720,281338255,145687711,182111653,276199974,364763947
10956225,291346598,155571460,186508570,280165282,359149317
10939749,281931793,145786622,182874594,276225298,358901981
10986735,284532237,145613683,180047723,276384982,364912856
10946945,276933196,146389277,183303684,278095410,363047582
10929001,280456269,148786738,183321542,279396295,359098624
10946493,281225133,146050583,179358513,277180659,363060671
11015724,282177328,147065899,180352262,279020785,361511341
11397506,280613849,146102776,182923106,276890485,360639281
11450779,287183206,148400244,183308519,279385948,363161517
10937107,280720308,146177841,180419150,279734453,359985720
11381012,280102847,146677585,182044627,278514687,361328729
10992947,281505558,146029936,180487523,276616869,361168297
10998948,277816342,146982899,179031976,277946354,358638867
13762396,278753106,145574068,181926069,275982715,377590491
11054518,282817199,158340606,179846270,276576139,366303707
11037835,279766934,146243188,178737116,277069726,358551839
11339910,280157370,145728483,180293066,275957014,360297589
10934059,278456974,145749238,178993749,276183152,360848341
10937596,279258464,146889154,179341724,276530210,373272933
10947617,330496805,237486643,264786680,469118251,631023917
26732234,493726249,309872684,224722896,323441937,439399461
12218127,279833810,146032373,181026033,278728989,366339770
10952326,280026455,149796541,179541715,277308949,358764439
10946352,280050773,146637027,180318657,276717881,361178402
10950984,282220646,145691465,181975707,278557833,359997479
10930524,279584939,148160766,180512464,276912889,361404814
13565387,280042561,146898273,181148217,276584258,365695635
10950789,278983991,150915297,182833197,329905021,374564642
10999255,287129346,146676163,184859945,277459585,359248285
10956862,280032958,148706147,179125449,277704553,367771860
11441295,280514453,147365332,182344954,282484293,359853158
10981849,282790368,146114596,179547865,281938112,369207372
11095212,278852244,150582812,181179673,279970773,361186145
11443258,278666404,145633583,179677778,281516018,359772917
10932298,279878664,149244089,179495989,276888825,359368343
10932753,278450061,146289307,180712174,276394433,361139797
10942337,280705981,145975369,179399722,278683706,362481298
10966523,280188478,148525201,181148645,277009782,359208348
10930154,280347937,146429987,181437516,276285266,362405217
10943551,282685840,147023988,180806578,282826791,361059090
10934873,280727855,147937566,185664112,277043429,359138085
10940083,316892188,148600166,180329203,277571935,362457043
10982010,280340566,145662465,179888012,277306479,359494801
10933488,279943187,146807987,183212084,280796603,359736057
10926375,280395783,148313782,182339014,277906823,363106231
10946256,283003562,148310576,182340553,281085454,367795923
10932208,281813916,148887578,182755913,279234476,367282830
10952681,283973659,147157883,181750635,278881638,364242347
10939115,281929386,148151153,181139441,280341235,362965794
10939567,280125890,148123693,182366357,278623010,362234364
10936856,282191342,147190268,180722403,276993000,363189460
10950075,284295930,146535337,180912533,280273472,363313170
10987978,283989669,155388354,180794957,279746596,361554774
11589135,283011787,147640665,184944965,275967184,361486471
10977233,279251497,148502392,180933797,281997827,408267580
10933006,292952749,149303616,179587955,280417894,359255875
13595816,278185091,146779028,181359472,279481411,361417649
10970370,281262095,146029946,180081235,279131243,362410744
10939324,283582612,147950116,179166708,280728672,358703000
10936491,282525033,146492476,184419333,275859059,361987265
10957928,281643120,149398378,179729068,278427388,359605586
10937371,280593834,147932178,183184601,282204142,358958089
10945705,280360376,149418204,182284384,276073377,361732885
10928532,280213653,145825307,179350370,279368962,362939565
10959436,281485672,148578226,180565497,277183632,360440610
10947170,283790922,145928806,180466845,275879736,364178855
10949412,284087923,146041314,179487387,281910688,359970530
10945364,279538960,149357765,179014545,280239338,359201666
11019247,295680465,148077107,180586320,276775937,362707832
10931423,278211848,146352585,181404231,279435680,360178393
10938117,278003946,148512975,182339209,279212065,365961309
10989397,288952951,145768720,183017197,279267818,365790336
10934817,278969959,145738732,179805581,280619359,358967992
10950900,281258287,147458035,186048028,282449736,363270291
11037172,285873838,145831527,185136871,275907131,391113750
10964782,280452735,145741806,179774389,280366013,359692961
10943258,281142377,148563513,180828709,276407623,359427348
10928338,283647414,145830460,186203730,277218187,361619523
10954362,282558692,145701673,180012546,278707298,359281007
10934065,280975660,148537326,184627622,276654659,359131029
10935167,281707425,145728871,190513190,276166206,361933889
10934952,280912560,147394570,179235833,279565240,388318994
10938106,281506231,156108846,180906337,276930622,359153495
