ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
920082,22198518,2069339,7888111,19807216,24550789
910996,19781055,1974306,8027778,19691911,24650820
923171,19759928,1970084,8135251,20343594,24469712
911653,19968579,1972897,7952140,19646658,24287794
910496,19483367,1991179,7955056,19669805,24283786
913977,19802828,1961443,7996444,19595782,24271056
909903,19954615,1965292,7805520,19548334,24279775
910505,19768602,1961097,7989670,19638327,24291684
966108,19673960,1984159,7923024,19595517,24827423
910202,19589276,1959268,7899747,20246304,24278824
910343,19661510,1982209,7723587,19710354,24419948
919266,19537043,1976333,7968801,19537159,24292663
911922,19783474,1958825,8019028,20481536,24277927
915351,19565819,1963456,8149465,20124772,24334345
910015,19991104,1995520,11277317,38229908,26381679
911338,19680183,1964276,7702487,19541566,24272583
910372,21225562,2104706,7907259,19774275,24327971
910319,19703189,2004196,7824589,19568499,24382802
913992,19620645,1964253,7804459,19576055,24364743
914318,19621842,1959721,7801849,19554744,25318110
911545,31872721,1973267,9257850,21924763,27082557
912078,22926265,1977669,8435269,22597931,27058889
913753,22349303,1975656,8845273,22499902,27249231
912625,23777665,1964142,8571326,22909312,26983471
912460,21778355,1961351,8955010,22032393,27775924
912549,22568627,2023688,8503902,22541716,26674953
911359,21451652,2622605,8878309,21475680,27901669
1453035,21393743,3367525,8053150,25100928,24618894
914056,19725959,1959034,7711129,19612034,24392578
913721,19670022,1977588,7781174,19558539,24267101
910398,19690645,1957946,7943041,19536102,65339388
967139,19592171,2413962,8286159,19915637,24394573
909347,19713213,1967124,7861886,19649378,24780441
915048,21407246,1974565,7981131,19714321,25109622
989343,19640253,1963682,7829658,19797299,24339105
910156,19957131,1966017,10220570,19988735,24376861
915002,19857612,1964979,7928376,19538969,24244600
910806,19588791,1962046,8106115,19583724,24276431
912647,19693341,1981268,7855154,19565254,24255016
910589,21211669,2002615,7900178,19840585,24304381
914670,19818310,1974314,8062895,19557033,24336949
910165,19544775,1964971,7839187,19528270,24300989
911327,19444426,1969146,7711051,19568574,24265122
